data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-01-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,478,38,516,10621,11137,-243,152,25597,1291,,,38025,546247,279653,,1,,,37873,152,25208,389,471,7,1285,6,38,0,543730,2517,278967,686
2021-01-12T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,94,4,98,6622,6720,73,168,5125,281,,,12126,195667,123222,"N. 7 decessi del mese di dicembre 2020 sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,E' IN CORSO VERIFICA E VALIDAZIONE DEL NUMERO TOTALE DEI GUARITI DELLA REGIONE BASILICATA.,11958,168,5033,92,92,2,278,3,6,-2,194445,1222,122613,609
2021-01-12T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,275,22,297,9447,9744,115,249,17189,520,,,27453,466895,446647,,3,,,27204,249,17056,133,273,2,519,1,24,-2,464378,2517,444139,2508
2021-01-12T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1414,109,1523,71066,72589,-2128,662,125656,3209,,,201454,2166203,1443145,,8,,,200792,662,122910,2746,1400,14,3165,44,109,0,2157456,8747,1438729,4416
2021-01-12T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2730,237,2967,57225,60192,-1274,1563,125749,8454,,,194395,2721570,1276221,,11,,,192832,1563,122963,2786,2741,-11,8403,51,238,-1,2704917,16653,1272633,3588
2021-01-12T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,671,68,739,12179,12918,-1,647,42373,1950,,,57241,996728,358306,"61 casi già positivi al tampone antigenico sono risultati poi positivi al tampone molecolare e pertanto, in data odierna, vengono sottratti dal totale dei positivi al tampone antigenico ed aggiunti all'incremento dei positivi da tampone molecolare",7,,,56594,647,41747,626,688,-17,1928,22,67,1,989014,7714,356255,2051
2021-01-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2871,326,3197,75390,78587,-294,1381,99491,4218,,,182296,2853312,2110984,,13,,,180915,1381,97858,1633,2887,-16,4176,42,321,5,2840111,13201,2106088,4896
2021-01-12T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,731,65,796,4232,5028,-54,276,56202,3046,,,64276,749871,335502,,2,I 186488 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,,64000,276,55900,302,737,-6,3018,28,64,1,744811,5060,333981,1521
2021-01-12T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3641,466,4107,50308,54415,-92,1146,423074,25903,,,503392,5077338,2685264,,38,,,502246,1146,421890,1184,3522,119,25849,54,462,4,5061374,15964,2679880,5384
2021-01-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,588,79,667,13523,14190,-379,499,31734,1723,,,47647,584185,349670,,3,,,47148,499,30868,866,548,40,1711,12,81,-2,578570,5615,346156,3514
