data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-12-27T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,443,36,479,11337,11816,-69,25,21507,1173,,,34496,506082,266774,,2,,,34471,25,21419,88,429,14,1167,6,36,0,505748,334,266642,132
2020-12-27T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,98,5,103,5856,5959,-1,9,4280,242,,,10481,180690,116318,"N. 6 decessi sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,In corso ulteriore aggiornamento sul numero dei tamponi antigenici effettuati in Regione Basilicata.,,10472,9,4271,9,89,9,241,1,7,-2,180627,63,116280,38
2020-12-27T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,255,18,273,8305,8578,17,179,13665,451,,,22694,429979,411970,,2,,,22515,179,13507,158,263,-8,447,4,18,0,429174,805,411213,757
2020-12-27T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1440,95,1535,78540,80075,-488,310,103370,2686,,,186131,1992877,1332853,,0,,,185821,310,102580,790,1431,9,2678,8,98,-3,1989495,3382,1331879,974
2020-12-27T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2609,210,2819,55356,58175,888,1283,100659,7493,,,166327,2508298,1210120,,9,,,165044,1283,100333,326,2630,-21,7424,69,214,-4,2502232,6066,1208257,1863
2020-12-27T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,626,58,684,11506,12190,65,144,33913,1564,,,47667,907700,335221,,4,,,47523,144,33849,64,587,39,1549,15,56,2,906413,1287,334858,363
2020-12-27T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2802,301,3103,73335,76438,144,977,77800,3529,,,157767,2656014,2023876,,14,,,156790,977,76983,817,2742,60,3513,16,297,4,2646199,9815,2020174,3702
2020-12-27T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,695,66,761,5008,5769,97,99,50489,2846,,,59104,695223,318446,,5,I 146664 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,,59005,99,50489,0,672,23,2844,2,66,0,694040,1183,318045,401
2020-12-27T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3801,508,4309,55018,59327,-295,466,387761,24867,,,471955,4785738,2585071,,16,,,471489,466,387049,712,3839,-38,24818,49,513,-5,4780837,4901,2583057,2014
2020-12-27T17:00:00,ITA,11,Marche,43.61675973,13.5188753,428,65,493,9178,9671,36,181,28499,1527,,,39697,514332,305197,,3,,,39516,181,28359,140,412,16,1522,5,64,1,513159,1173,304656,541
2020-12-27T17:00:00,ITA,14,Molise,41.55774754,14.65916051,55,8,63,2256,2319,-4,1,3881,182,,,6382,113233,104010,,1,,,6381,1,3877,4,55,0,181,1,8,0,113182,51,103962,48
2020-12-27T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,154,20,174,10406,10580,14,57,17503,720,,,28803,355149,160905,,3,,,28746,57,17462,41,155,-1,718,2,17,3,354359,790,160672,233
2020-12-27T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,356,45,401,1374,1775,49,86,18372,902,,,21049,442600,150012,,1,,"Dei 86 casi odierni, 26 sono molecolari con precedente antigenico positivo",20963,86,18340,32,331,25,897,5,48,-3,442014,586,149908,104
2020-12-27T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3039,211,3250,27812,31062,-495,470,155416,7784,,,194262,1654351,974905,,14,,,193792,470,154468,948,3011,28,7767,17,208,3,1651049,3302,973322,1583
2020-12-27T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1444,154,1598,52040,53638,-152,221,30454,2347,,,86439,1008542,638210,,28,,,86218,221,30093,361,1435,9,2335,12,158,-4,1006794,1748,636666,1544
2020-12-27T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,483,43,526,15889,16415,15,96,13020,710,,,30145,470328,394659,,2,,"Si segnalano i decessi dei seguenti pazienti:    - 1 Donna, 72 aa, Residente nella Provincia di Oristano  - 1 Uomo, 72 aa, Residente nella Provincia del Sud Sardegna  - 1 Uomo, 80 aa, Residente nella Provincia del Sud Sardegna  - 1 Uomo, 65 aa, Residente nella Città Metropolitana di Cagliari  - 1 Uomo, 81 aa, Residente nella Provincia del Sud Sardegna  - 1 Uomo, 83 aa, Residente nella Provincia del Sud Sardegna ",30049,96,12945,75,478,5,704,6,43,0,469168,1160,393747,912
2020-12-27T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,1027,174,1201,31966,33167,-123,682,54151,2298,,,89616,1188827,793985,,14,,,88934,682,53361,790,1014,13,2283,15,170,4,1183197,5630,790541,3444
2020-12-27T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,847,165,1012,9788,10800,-78,227,104396,3588,,,118784,1849528,1050691,,4,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",,118557,227,104099,297,825,22,3580,8,166,-1,1846026,3502,1049142,1549
2020-12-27T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,260,36,296,3257,3553,4,36,23907,604,,,28064,492558,249041,,5,,,28028,36,23878,29,248,12,601,3,34,2,491673,885,248707,334
2020-12-27T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,83,2,85,347,432,14,27,6375,374,,,7181,61613,37039,,0,,,7154,27,6364,11,77,6,372,2,4,-2,61248,365,36914,125
2020-12-27T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,2626,360,2986,87035,90021,1179,3337,144593,6038,,,240652,3232475,1196750,,21,,,237315,3337,142487,2106,2589,37,5986,52,355,5,3219624,12851,1192654,4096
