data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-12-30T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,432,36,468,10568,11036,-236,278,22616,1206,,,34858,512111,268650,,4,,,34580,278,22123,493,451,-19,1185,21,38,-2,508059,4052,267416,1234
2020-12-30T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,89,4,93,5902,5995,41,113,4429,255,,,10679,182937,117195,"N. 7 decessi sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,,10566,113,4364,65,84,5,248,7,6,-2,181611,1326,116630,565
2020-12-30T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,257,17,274,8457,8731,196,449,14319,468,,,23518,437520,419041,,1,,,23069,449,14070,249,257,0,464,4,16,1,434303,3217,415960,3081
2020-12-30T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1357,102,1459,76152,77611,-880,930,107696,2812,,,188119,2016361,1344827,,0,,,187189,930,105933,1763,1402,-45,2765,47,97,5,2004376,11985,1337233,7594
2020-12-30T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2641,230,2871,53186,56057,-755,1427,105656,7683,,,169396,2556405,1221526,,19,,,167969,1427,103543,2113,2598,43,7614,69,221,9,2538045,18360,1216598,4928
2020-12-30T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,641,59,700,10947,11647,-130,803,35876,1627,,,49150,924819,338891,,5,,"A seguito della periodica verifica dei casi segnalati, 182 casi già positivi al tampone antigenico sono risultati poi positivi al tampone molecolare e pertanto, in data odierna, vengono sottratti dal totale dei positivi al tampone antigenico ed aggiunti all'incremento odierno dei positivi da tampone molecolare""",48347,803,34958,918,655,-14,1612,15,60,-1,916889,7930,337351,1540
2020-12-30T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2808,303,3111,71352,74463,-222,1333,83125,3696,,,161284,2690302,2039177,,18,,,159951,1333,81636,1489,2854,-46,3630,66,305,-2,2676624,13678,2034049,5128
2020-12-30T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,712,63,775,4853,5628,-131,415,51489,2880,,,59997,706883,322079,,2,I 155891 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,,59582,415,50956,533,711,1,2867,13,63,0,701035,5848,320126,1953
2020-12-30T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3617,481,4098,48898,52996,-1422,1673,397010,25038,,,475044,4826709,2597894,,21,,,473371,1673,393995,3015,3634,-17,24958,80,498,-17,4802831,23878,2591103,6791
2020-12-30T17:00:00,ITA,11,Marche,43.61675973,13.5188753,468,62,530,10042,10572,443,585,28792,1557,,,40921,526915,311670,,7,,,40336,585,28661,131,465,3,1546,11,61,1,519600,7315,308324,3346
2020-12-30T17:00:00,ITA,14,Molise,41.55774754,14.65916051,53,10,63,1998,2061,-153,44,4191,188,,,6440,114520,105056,,2,,,6396,44,3996,195,56,-3,186,2,8,2,113696,824,104323,733
2020-12-30T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,168,22,190,10412,10602,-76,220,17901,731,,,29234,359695,162050,,1,,,29014,220,17607,294,136,32,729,2,22,0,357337,2358,161485,565
2020-12-30T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,380,45,425,1288,1713,-47,197,18874,933,,,21520,447759,151147,,5,,"Dei 197 casi odierni, 112 sono molecolari con precedente antigenico positivo",21323,197,18637,237,380,0,926,7,46,-1,445114,2645,150638,509
2020-12-30T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2957,192,3149,25810,28959,-424,1046,159609,7893,,,196461,1673896,981588,,7,,,195415,1046,158172,1437,3029,-72,7860,33,196,-4,1664929,8967,978418,3170
2020-12-30T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1497,128,1625,51115,52740,-93,1470,34112,2451,,,89303,1033478,649695,,11,,,87833,1470,32572,1540,1466,31,2428,23,136,-8,1022357,11121,644883,4812
2020-12-30T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,496,44,540,15785,16325,67,328,13677,743,,,30745,478936,401858,,4,,"si segnalano i decessi dei seguenti pazienti:   - 1 donna, 90 aa, Residente nella Città Metropolitana di Cagliari  - 1 uomo, 77 aa, Residente nella Città Metropolitana di Cagliari  - 1 donna, 98 aa, Residente nella Città Metropolitana di Cagliari  - 1 donna, 70 aa, Residente nella Provincia di Nuoro deceduta in data antecedente   - 1 uomo, 69 aa, Residente nella Provincia di Oristano ",30417,328,13421,256,498,-2,738,5,45,-1,474385,4551,397965,3893
2020-12-30T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,1085,166,1251,32136,33387,-22,1084,56577,2381,,,92345,1211824,808160,,12,,,91261,1084,55500,1077,1093,-8,2352,29,169,-3,1203327,8497,802862,5298
2020-12-30T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,869,160,1029,8708,9737,-278,460,106304,3655,,,119696,1872240,1057968,,10,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",,119236,460,105589,715,879,-10,3632,23,157,3,1861004,11236,1054622,3346
2020-12-30T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,256,44,300,3406,3706,138,347,24336,618,,,28660,500003,251329,,8,,,28313,347,24132,204,263,-7,613,5,38,6,496881,3122,250303,1026
2020-12-30T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,72,2,74,332,406,-7,14,6459,379,,,7244,62480,37323,,2,,,7230,14,6439,20,73,-1,378,1,1,1,62194,286,37216,107
2020-12-30T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,2711,358,3069,86954,90023,-342,2986,152642,6410,,,249075,3276810,1208044,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato n. 26 dimissioni da TI invece delle 21 effettive che includono anche i negativizzati.,36,,,246089,2986,149426,3216,2678,33,6298,112,366,-8,3258961,17849,1203915,4129
