data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-10-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,53,5,58,1700,1758,33,36,77063,2545,,,81366,2262115,849361,,0,,,81366,0,1417426,844689,ITF,ITF1,81330,36,77060,3,52,1,2545,0,5,0,2253355,8760,847607,1754
2021-10-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,33,1,34,1196,1230,16,61,28417,615,,,30262,466207,237816,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,,30262,0,443576,22631,ITF,ITF5,30201,61,28372,45,35,-2,615,0,1,0,465359,848,237489,327
2021-10-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,132,15,147,3345,3492,45,79,79221,1412,,,84125,1201505,1059484,,0,,Nel dato di oggi sono inclusi 12 tamponi che si riferiscono alla data di ieri.,84109,16,1046627,154878,ITF,ITF6,84046,79,79188,33,142,-10,1411,1,15,0,1198994,2511,1057970,1514
2021-10-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,203,18,221,6569,6790,-10,324,442583,7949,,,457322,6660937,3536483,,1,,Si segnala che un decesso registrato oggi è riconducibile al giorno 30/09/2021.,445734,11588,5265622,1395315,ITF,ITF3,456998,324,442254,329,206,-3,7944,5,22,-4,6644005,16932,3533316,3167
2021-10-03T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,370,47,417,14027,14444,104,314,396751,13483,,,424678,8940503,2093919,"Sono stati eliminati 1 casi, positivi a test antigenico ma non confermati da tampone molecolare.",2,,,424316,362,5862340,3078163,ITH,ITH5,424365,313,396548,203,370,0,13477,6,46,1,8914876,25627,2091890,2029
2021-10-03T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,37,9,46,922,968,-21,47,109181,3824,,,113973,2763657,807774,,2,,,98657,15316,2127567,636090,ITH,ITH4,113926,47,109114,67,40,-3,3823,1,7,2,2753677,9980,805879,1895
2021-10-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,354,56,410,9123,9533,64,278,367263,8664,,,385460,9189216,4671971,,3,,,376297,9163,5546086,3643130,ITI,ITI4,385182,278,367052,211,363,-9,8661,3,53,3,9165869,23347,4668588,3383
2021-10-03T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,55,5,60,1007,1067,41,60,107436,4412,,,112915,2342738,861011,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare ,0,,Si segnalano 36 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021]. ,112915,0,1641392,701346,ITC,ITC3,112855,60,107417,19,54,1,4412,0,5,0,2337078,5660,859474,1537
2021-10-03T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,359,57,416,9583,9999,148,328,840761,34054,,,884814,15194153,5497059,,2,,,819840,64974,10797740,4396413,ITC,ITC4,884486,328,840585,176,365,-6,34050,4,58,-1,15137746,56407,5485125,11934
2021-10-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,39,19,58,2475,2533,-61,66,108462,3079,,,114074,1555410,905086,,1,,,114074,0,1348655,206755,ITI,ITI3,114008,66,108336,126,47,-8,3078,1,18,1,1552164,3246,903165,1921
