data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-10-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,59,7,66,1451,1517,-34,7,78296,2559,,,82372,2461241,882119,,1,,,82372,0,1469634,991607,ITF,ITF1,82365,7,78255,41,56,3,2559,0,6,1,2455135,6106,881526,593
2021-10-25T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,21,0,21,761,782,-14,6,29231,624,,,30637,480243,242061,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,,30637,0,456537,23706,ITF,ITF5,30631,6,29211,20,21,0,624,0,0,0,479896,347,241989,72
2021-10-25T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,80,6,86,2706,2792,-52,106,82346,1444,,,86582,1276167,1104694,"L'Asp di Catanzaro comunica che :""Oggi 4 nuovi positivi di cui 1 fuori regione"". L'Asp di Vibo Valentia comunica che: "" il decesso comunicato oggi è del 24/10/2021 ed è avvenuto presso la T.I. dell'A.O. Mater Domini di Catanzaro"". L'Asp di Crotone comunica che: ""Dei 27 casi confermati di oggi, 2 sono stati attribuiti al setting Altro/Fuori Regione"".",1,,,86563,19,1084011,192156,ITF,ITF6,86476,106,82192,154,78,2,1440,4,7,-1,1274181,1986,1103610,1084
2021-10-25T17:00:00,ITA,15,Campania,40.83956555,14.25084984,183,17,200,6935,7135,33,253,448512,8040,,,463687,7055008,3600916,,0,,,452099,11588,5420796,1634212,ITF,ITF3,463434,253,448299,213,172,11,8033,7,20,-3,7045353,9655,3599392,1524
2021-10-25T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,287,32,319,9166,9485,-544,362,407055,13559,,,430099,9482758,2141365,,1,,,429730,369,6092127,3390631,ITH,ITH5,429737,362,406154,901,282,5,13554,5,33,-1,9467735,15023,2140167,1198
2021-10-25T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,54,8,62,1246,1308,47,71,110611,3847,,,115766,3064677,849375,,1,,,100288,15478,2214201,850476,ITH,ITH4,115695,71,110588,23,53,1,3846,1,8,0,3058427,6250,848857,518
2021-10-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,358,49,407,8499,8906,22,386,374297,8760,,,391963,9746600,4740200,,1,,,382532,9431,5770371,3976229,ITI,ITI4,391577,386,373938,359,335,23,8755,5,50,-1,9730998,15602,4736711,3489
2021-10-25T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,62,10,72,852,924,-16,46,108932,4422,,,114278,2549231,904209,*di cui 44 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,0,,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,114278,0,1697299,851932,ITC,ITC3,114232,46,108871,61,59,3,4421,1,10,0,2544297,4934,903467,742
2021-10-25T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,280,48,328,8164,8492,17,119,848810,34142,,,891444,16785752,5749331,,2,,,824721,66723,11167702,5618050,ITC,ITC4,891325,119,848709,101,276,4,34141,1,48,0,16752923,32829,5745858,3473
2021-10-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,44,14,58,1916,1974,-60,45,110496,3095,,,115565,1610992,934133,,2,,,115565,0,1389229,221763,ITI,ITI3,115520,45,110391,105,43,1,3095,0,12,2,1609748,1244,933575,558
2021-10-25T17:00:00,ITA,14,Molise,41.55774754,14.65916051,6,1,7,91,98,5,5,14021,498,,,14617,283263,249460,,0,,,14617,0,270233,13030,ITF,ITF2,14612,5,14021,0,5,1,498,0,1,0,283117,146,249314,146
