data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2022-09-15T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,111,3,114,27621,27735,-97,613,517003,3653,,,548391,6772338,1316049,"Dal totale dei positivi sono stati eliminati 2 casi, uno perchè non Covid e uno in quanto già in carico ad altra regione.",1,,,219124,329267,2469825,4302513,ITF,ITF1,547780,611,516297,706,110,1,3651,2,2,1,6767257,5081,1315599,450
2022-09-15T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,24,0,24,6256,6280,-74,146,174239,985,,,181504,1224443,385000,,0,,,69882,111622,686975,537468,ITF,ITF5,181358,146,174020,219,22,2,984,1,1,-1,1223577,866,384856,144
2022-09-15T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,135,5,140,41581,41721,-1112,522,504026,2984,,,548731,3732961,2862167,"L'ASP di Catanzaro comunica: ""oggi 98  positivi di cui 1 fuori regione"" L'ASP di Cosenza comunica:  "" Nel setting fuori regione si registrano 3 nuovi casi a domicilio""",1,,,195855,352876,1785281,1947680,ITF,ITF6,548209,522,502393,1633,140,-5,2983,1,4,1,3729466,3495,2859247,2920
2022-09-15T17:00:00,ITA,15,Campania,40.83956555,14.25084984,244,17,261,56482,56743,-3016,1527,2137902,11190,,,2205835,18772849,5209098,,3,,"a seguito delle verifiche odierne, si evince che 6 decessi registrati oggi, risalgono a un periodo compreso tra il 27/03 e il 30/08 2022",939324,1266511,9160654,9612195,ITF,ITF3,2204308,1527,2133366,4536,253,-9,11183,7,15,2,18760450,12399,5207705,1393
2022-09-15T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,634,20,654,15912,16566,-20,1284,1805729,17970,,,1840265,17718480,2867075,"Sono stati eliminati 1 casi, comunicati nei giorni precedenti, in quanto giudicati non casi COVID-19.",2,,,1028215,812050,9995943,7722537,ITH,ITH5,1838982,1283,1804431,1298,649,-15,17965,5,24,-4,17709400,9080,2866417,658
2022-09-15T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,110,2,112,4564,4676,-209,559,472157,5407,,,482240,7092130,1199770,Il totale dei casi positivi è stato ridotto di 2 a seguito di 1 tampone molecolare negativo dopo test antigenico positivo (caso relativo alla provincia di TS) e a seguito di 1 test positivo rimosso dopo revisione del caso (caso relativo alla provincia di UD).,0,,,221778,260462,3610654,3481476,ITH,ITH4,481683,557,471394,763,105,5,5404,3,2,0,7088350,3780,1199355,415
2022-09-15T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,378,26,404,39997,40401,-526,1611,1987889,12049,,,2040339,23801200,5899079,,1,,,1016084,1024255,9235172,14566028,ITI,ITI4,2038728,1611,1985755,2134,388,-10,12046,3,27,-1,23786950,14250,5897648,1431
2022-09-15T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,129,3,132,4564,4696,186,468,556817,5564,,,567077,6217778,1430508,,1,,*di cui 30811  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,259901,307176,2580143,3637635,ITC,ITC3,566609,468,556537,280,134,-5,5562,2,2,1,6213789,3989,1429967,541
2022-09-15T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,507,9,516,31895,32411,-1433,3004,3436328,42397,,,3511136,41118731,8735000,,1,,,1484616,2026520,16516670,24602061,ITC,ITC4,3508132,3004,3431901,4427,525,-18,42387,10,8,1,41095062,23669,8731914,3086
2022-09-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,56,2,58,3574,3632,-184,536,604448,4103,,,612183,3497842,2495545,,0,,,220144,392039,2005581,1492261,ITI,ITI3,611647,536,603729,719,57,-1,4102,1,2,0,3495804,2038,2493507,2038
2022-09-15T17:00:00,ITA,14,Molise,41.55774754,14.65916051,10,1,11,3898,3909,6,65,84272,675,,,88856,726644,681053,,0,,,27903,60953,479081,247563,ITF,ITF2,88791,65,84213,59,11,-1,675,0,1,0,726042,602,680470,583
2022-09-15T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,30,2,32,1963,1995,155,323,254702,1533,,,258230,5357224,850512,"323 nuovi positivi di cui 1 test antigenici confermati da test molecolare, 314 casi diagnosticati con test antigenico e 8 nuovi positivi al test PCR. ",1,,"323 nuovi positivi di cui 1 test antigenici confermati da test molecolare, 314 casi diagnosticati con test antigenico e 8 nuovi positivi al test PCR. ",86040,172190,914235,4442989,ITH,ITH1,257907,323,254534,168,31,-1,1533,0,1,1,5355273,1951,850377,135
2022-09-15T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,48,1,49,1942,1991,26,273,203965,1594,,,207550,2824009,584995,,0,,,44025,163525,857759,1966250,ITH,ITH2,207277,273,203719,246,49,-1,1593,1,2,-1,2822460,1549,584830,165
2022-09-15T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,227,7,234,30779,31013,127,1468,1402450,13612,,,1447075,19201475,4181746,,0,,,510574,936501,5043219,14158256,ITC,ITC1,1445607,1468,1401109,1341,221,6,13612,0,7,0,19190544,10931,4180371,1375
2022-09-15T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,126,8,134,10361,10495,-31,753,1445867,9049,,,1465411,12596443,2649203,,1,,,500775,964636,4619198,7977245,ITF,ITF4,1464658,753,1445086,781,128,-2,9046,3,8,0,12591553,4890,2647876,1327
2022-09-15T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,71,7,78,4968,5046,-230,304,436389,2746,,,444181,5070169,1724138,,2,,"L'incremento dei nuovi casi tiene conto anche dei casi diagnosticati con test antigenico. Pertanto si specifica che dei 304 casi dichiarati oggi, 282 sono stati diagnosticati da tampone antigenico ",173183,270998,2135575,2934594,ITG,ITG2,443877,304,435859,530,75,-4,2742,4,5,2,5067755,2414,1723474,664
2022-09-15T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,224,19,243,36907,37150,952,959,1585949,12174,,,1635273,15014753,9401160,A seguito di problemi tecnici non è stato possibile aggiornare i dati dei guariti			,0,,,523868,1111405,4989940,10024813,ITG,ITG1,1634314,959,1585949,0,232,-8,12167,7,23,-4,15004175,10578,9390781,10379
2022-09-15T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,180,4,184,79514,79698,107,903,1297916,10712,,,1388326,15423587,5133231,,0,,,678806,709520,6947256,8476331,ITI,ITI1,1387423,903,1297123,793,182,-2,10709,3,7,-3,15415597,7990,5131719,1512
2022-09-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,122,0,122,2786,2908,110,405,365009,2089,,,370006,4664498,776273,- Si fa presente che 2 dei ricoveri non UTI appartengono ai codici disciplina di Ostetricia & Ginecologia e Pediatria. - Si fa presente che 50 dei ricoveri non UTI appartengono ad altri codici disciplina.,0,,,150901,219105,1700285,2964213,ITI,ITI2,369601,405,364715,294,125,-3,2088,1,0,0,4662397,2101,776020,253
2022-09-15T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,11,0,11,579,590,1,28,42927,548,,,44065,553379,140897,,0,,,11552,32513,143920,409459,ITC,ITC2,44037,28,42900,27,7,4,548,0,0,0,553213,166,140870,27
2022-09-15T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,255,7,262,34292,34554,-1428,2227,2177765,15430,,,2227749,33141254,5082117,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato  4 dimessi da TI  invece del n. 2 effettivi che include anche i negativizzati.,1,,,918951,1308798,10650386,22490868,ITH,ITH3,2225522,2227,2174116,3649,275,-20,15424,6,10,-3,33116090,25164,5080682,1435
