data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2022-01-19T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,411,37,448,77263,77711,3351,3822,96422,2720,,,176853,4194306,1104345,Dal totale dei positivi sono stati eliminati 3 diagnosticati da antigenico e non confermati da molecolare Fra i deceduti di oggi sono compresi 3 casi risalenti a giorni scorsi,4,,,124235,52618,1846107,2348199,ITF,ITF1,173034,3819,95967,455,400,11,2707,13,36,1,4162037,32269,1101370,2975
2022-01-19T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,90,3,93,15341,15434,561,1201,35328,662,,,51424,615605,279330,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.  ",1,,,49852,1572,561976,53629,ITF,ITF5,50223,1201,34692,636,86,4,658,4,2,1,608731,6874,278564,766
2022-01-19T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,439,34,473,38443,38916,554,2009,110965,1752,,,151633,1888620,1490252,,2,,,141390,10243,1365271,523349,ITF,ITF6,149624,2009,109519,1446,446,-7,1743,9,33,1,1877570,11050,1481996,8256
2022-01-19T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1318,93,1411,251055,252466,4393,17056,628573,8807,,,889846,11344804,4218430,,15,,"a seguito delle verifiche quotidiane, si evince che tre decessi registrati oggi, risalgono a un periodo compreso tra il 13/01 e il 16/01 2022",767843,122003,7267569,4077235,ITF,ITF3,872790,17056,615935,12638,1290,28,8782,25,92,1,11241177,103627,4199788,18642
2022-01-19T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2412,149,2561,338386,340947,17507,20650,499588,14657,,,855192,12794088,2513900,"Sono stati eliminati 4 casi, comunicati nei giorni precedenti, in quanto giudicati non casi COVID-19.",19,,,681268,173924,7817935,4976153,ITH,ITH5,834546,20646,496489,3099,2441,-29,14617,40,151,-2,12713196,80892,2507403,6497
2022-01-19T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,432,42,474,53429,53903,2394,5514,161869,4374,,,220146,4973089,1017092,"Il totale dei casi positivi è stato ridotto di 68  a seguito di 11 tamponi molecolari negativi dopo test antigenico positivo (4 casi relativi alla provincia di PN, 3  casi relativi alla provincia di TS, 2  casi relativi alla provincia di GO, 4  casi relativi alla provincia di UD ) e a seguito di  57 test positivi rimossi dopo revisione del caso (3 casi relativi alla provincia di PN,  2 casi relativi alla provincia TS, 1 caso relativo alla provincia GO e 51 casi relativi alla provincia di UD ).		 Si segnala che nei dati relativi agli ospedalizzati in Terapia Intensiva e Area medica sono conteggiati tutti i pazienti risultati positivi a SARS-CoV2 ricoverati sia per Covid-19 che per altra patologia.		",3,,,158605,61541,2806263,2166826,ITH,ITH4,214700,5446,158827,3042,436,-4,4364,10,42,0,4939187,33902,1013368,3724
2022-01-19T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1888,204,2092,236483,238575,9029,14534,481742,9579,,,729896,14654069,5166850,,11,,,650838,79058,7380276,7273793,ITI,ITI4,715362,14534,476255,5487,1849,39,9561,18,207,-3,14553650,100419,5161083,5767
2022-01-19T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,722,41,763,31898,32661,273,6178,201038,4762,,,238461,3992939,1127998,"Si precisa che nel flusso informativo degli ospedalizzati in Area Medica e Terapia Intensiva sono conteggiati tutti i pazienti SARS-CoV2 positivi ricoverati sia per patologia Covid-19 correlata sia per altra causa. Inoltre, si fa presente che i pazienti attualmente ospedalizzati per patologia non Covid-19 correlata ammontano a circa il 30% del totale degli ospedalizzati positivi per SARS-CoV2.",6,,*di cui 4240 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,184747,53714,2123063,1869876,ITC,ITC3,232283,6178,195146,5892,726,-4,4749,13,42,-1,3963095,29844,1122786,5212
2022-01-19T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3678,265,3943,495450,499393,4737,37233,1324364,36126,,,1859883,28494930,7353580,,21,,,1180991,678892,13983247,14511683,ITC,ITC4,1822650,37233,1291938,32426,3704,-26,36056,70,267,-2,28267426,227504,7321730,31850
2022-01-19T17:00:00,ITA,11,Marche,43.61675973,13.5188753,294,55,349,17903,18252,280,5850,176350,3330,,,197932,2293862,1401556,,1,,,173960,23972,1769174,524688,ITI,ITI3,192082,5850,170788,5562,288,6,3322,8,59,-4,2275756,18106,1386581,14975
