data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-10-05T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,72,7,79,938,1017,22,30,3108,482,3925,682,4607,209580,133682,,4577,30,3101,7,70,2,481,1,6,1,208336,1244,132948,734
2020-10-05T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,30,2,32,371,403,13,14,498,33,429,505,934,76885,76055,,920,14,497,1,15,15,33,0,2,0,76747,138,75915,140
2020-10-05T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,37,2,39,544,583,8,23,1402,101,1159,927,2086,210446,208340,,2063,23,1387,15,36,1,101,0,2,0,209086,1360,206980,1360
2020-10-05T17:00:00,ITA,15,Campania,40.83956555,14.25084984,463,43,506,7203,7709,309,431,6593,466,13032,1736,14768,632399,412392,,14337,431,6472,121,450,13,465,1,41,2,627532,4867,408931,3461
2020-10-05T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,213,11,224,4822,5046,92,167,26556,4487,31396,4693,36089,1219843,686918,,35922,167,26482,74,212,1,4486,1,11,0,1214835,5008,684859,2059
2020-10-05T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,23,5,28,840,868,17,21,3690,353,4519,392,4911,426195,188881,,4890,21,3686,4,18,5,353,0,5,0,425043,1152,188339,542
2020-10-05T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,764,48,812,7330,8142,209,248,8671,944,8505,9252,17757,937860,778041,,17509,248,8637,34,737,27,939,5,48,0,926458,11402,768942,9099
2020-10-05T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,180,24,204,1703,1907,30,107,10459,1610,9913,4063,13976,325764,174024,,13869,107,10382,77,167,13,1610,0,23,1,324170,1594,173211,813
2020-10-05T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,305,41,346,9186,9532,171,251,81811,16973,96143,12173,108316,2195207,1370079,,108065,251,81733,78,296,9,16971,2,39,2,2187132,8075,1365206,4873
2020-10-05T17:00:00,ITA,11,Marche,43.61675973,13.5188753,28,6,34,920,954,13,22,6219,992,8165,0,8165,255176,150061,,8143,22,6210,9,24,4,992,0,6,0,254464,712,149612,449
2020-10-05T17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,0,3,134,137,-4,2,515,25,635,42,677,45073,43575,,675,2,509,6,2,1,25,0,0,0,44873,200,43376,199
2020-10-05T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,21,0,21,606,627,11,17,2743,292,3662,0,3662,183294,94956,,3645,17,2737,6,28,-7,292,0,0,0,182465,829,94635,321
2020-10-05T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,17,0,17,633,650,21,49,5168,406,3792,2432,6224,238552,102111,,6175,49,5140,28,17,0,406,0,0,0,237348,1204,101675,436
2020-10-05T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,273,15,288,3135,3423,53,129,28721,4168,23944,12368,36312,748061,447344,,36183,129,28646,75,216,57,4167,1,13,2,744159,3902,446474,870
2020-10-05T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,239,14,253,2703,2956,59,83,4762,599,2449,5868,8317,426286,302788,per 865 casi non e' disponibile la provenienza,8234,83,4739,23,231,8,598,1,13,1,424869,1417,301067,1721
2020-10-05T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,116,19,135,2191,2326,47,88,1835,156,2071,2246,4317,200055,169073,,4229,88,1794,41,114,2,156,0,20,-1,198433,1622,167736,1337
2020-10-05T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,361,28,389,2969,3358,111,128,4130,321,5062,2747,7809,508826,370087,,7681,128,4115,15,329,32,319,2,24,4,506170,2656,368405,1682
2020-10-05T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,112,32,144,3921,4065,103,185,10531,1168,12297,3467,15764,780067,523569,,15579,185,10451,80,99,13,1166,2,26,6,774753,5314,519910,3659
2020-10-05T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,42,5,47,659,706,11,19,1903,86,1713,982,2695,213866,127714,,2676,19,1895,8,42,0,86,0,4,1,213445,421,127485,229
2020-10-05T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,6,1,7,86,93,12,13,1107,146,1209,137,1346,29980,20687,,1333,13,1106,1,6,0,146,0,0,1,29842,138,20588,99
2020-10-05T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,182,20,202,4199,4401,166,230,22259,2194,21556,7298,28854,1980931,773489,,28624,230,22195,64,178,4,2194,0,20,0,1973945,6986,771021,2468
