data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva
2020-03-03 18:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,5,0,5,1,6,1,0,0,6,52,5,1,0,0,0,0,0,0
2020-03-03 18:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,1,1,1,0,0,1,42,0,1,0,0,0,0,0,0
2020-03-03 18:00:00,ITA,18,Calabria,38.90597598,16.59440194,0,0,0,1,1,0,0,0,1,39,1,0,0,0,0,0,0,0
2020-03-03 18:00:00,ITA,15,Campania,40.83956555,14.25084984,11,0,11,19,30,13,0,0,30,405,17,13,0,0,0,0,0,0
2020-03-03 18:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,187,24,211,187,398,74,4,18,420,2012,335,85,0,4,11,7,16,8
2020-03-03 18:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,1,0,1,12,13,4,0,0,13,354,9,4,0,0,0,0,0,0
2020-03-03 18:00:00,ITA,12,Lazio,41.89277044,12.48366722,10,0,10,1,11,7,3,0,14,877,7,7,3,0,0,0,0,0
2020-03-03 18:00:00,ITA,7,Liguria,44.41149315,8.9326992,12,2,14,5,19,1,4,1,24,121,22,2,4,0,0,1,1,1
2020-03-03 18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,698,167,865,461,1326,249,139,55,1520,9577,1254,266,139,0,38,17,127,40
2020-03-03 18:00:00,ITA,11,Marche,43.61675973,13.5188753,27,13,40,19,59,25,0,2,61,200,35,26,0,0,1,1,6,7
2020-03-03 18:00:00,ITA,14,Molise,41.55774754,14.65916051,3,0,3,0,3,3,0,0,3,13,0,3,0,0,0,0,0,0
2020-03-03 18:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,1,0,1,0,1,0,0,0,1,20,1,0,0,0,0,0,0,0
2020-03-03 18:00:00,ITA,4,P.A. Trento,46.06893511,11.12123097,1,0,1,3,4,4,0,0,4,122,0,4,0,0,0,0,0,0
2020-03-03 18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,13,3,16,40,56,5,0,0,56,458,51,5,0,0,0,0,2,1
2020-03-03 18:00:00,ITA,16,Puglia,41.12559576,16.86736689,2,0,2,4,6,2,0,0,6,298,4,2,0,0,0,0,0,0
2020-03-03 18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,1,0,1,0,1,1,0,0,1,29,0,1,0,0,0,0,0,0
2020-03-03 18:00:00,ITA,19,Sicilia,38.11569725,13.3623567,2,0,2,3,5,0,2,0,7,307,7,0,2,0,0,0,0,0
2020-03-03 18:00:00,ITA,9,Toscana,43.76923077,11.25588885,10,0,10,8,18,6,1,0,19,697,13,6,1,0,0,0,0,0
2020-03-03 18:00:00,ITA,10,Umbria,43.10675841,12.38824698,1,1,2,6,8,6,0,0,8,45,2,6,0,0,0,0,0,1
2020-03-03 18:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
2020-03-03 18:00:00,ITA,5,Veneto,45.43490485,12.33845213,49,19,68,229,297,26,7,3,307,10176,273,34,0,7,2,1,14,5
