data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2022-08-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,221,9,230,25447,25677,306,684,495714,3576,,,524967,6630994,1300895,,0,,,213239,311728,2438721,4192273,ITF,ITF1,524283,684,495336,378,223,-2,3576,0,9,0,6625305,5689,1300381,514
2022-08-14T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,44,2,46,8761,8807,-63,165,164661,979,,,174447,1192110,378399,,0,,,69462,104985,682481,509629,ITF,ITF5,174282,165,164434,227,52,-8,978,1,2,0,1191328,782,378246,153
2022-08-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,223,13,236,68796,69032,-193,1022,443978,2894,,,515904,3584034,2740657,"L'ASP di Catanzaro comunica ""OGGI 236 POSITIVI DI CUI 21 FUORI REGIONE E 20 GUARITI FUORI REGIONE"" L'ASP di Cosenza comunica ""Nel setting fuori regione si registrano: 1 dimesso guarito da reparto diverso da T.I., 1 nuovo ingresso in T.I. , 38 nuovi casi a domicilio""",1,,,194436,321468,1762934,1821100,ITF,ITF6,514882,1022,442767,1211,229,-6,2890,4,12,1,3579934,4100,2737583,3074
2022-08-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,440,20,460,121464,121924,378,1749,2017444,10974,,,2150342,18423880,5168304,,0,,"a seguito delle verifiche odierne si evince che un decesso registrato oggi, risale al 07/08 2022",936393,1213949,9083561,9340319,ITF,ITF3,2148593,1749,2016077,1367,462,-22,10970,4,23,-3,18413003,10877,5167077,1227
2022-08-14T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1240,36,1276,32413,33689,-1673,1610,1743432,17722,,,1794843,17415128,2845316,"Sono stati eliminati 2 casi, comunicati nei giorni precedenti, in quanto giudicati non casi COVID-19.",5,,,1017467,777376,9855697,7559431,ITH,ITH5,1793235,1608,1740157,3275,1236,4,17716,6,34,2,17406950,8178,2844854,462
2022-08-14T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,227,6,233,10877,11110,-1235,435,448988,5305,,,465403,6970998,1188204,,3,,,218964,246439,3559357,3411641,ITH,ITH4,464968,435,447320,1668,226,1,5303,2,3,3,6967803,3195,1187895,309
2022-08-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,808,53,861,150581,151442,-1293,1858,1827384,11888,,,1990714,23397869,5855891,,2,,,1012781,977933,9141543,14256326,ITI,ITI4,1988856,1858,1824240,3144,847,-39,11881,7,52,1,23385152,12717,5854800,1091
2022-08-14T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,349,8,357,11714,12071,-647,670,532212,5492,,,549775,6066528,1407945,,2,,*di cui 28344  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,256139,293636,2552479,3514049,ITC,ITC3,549105,670,530895,1317,354,-5,5492,0,7,1,6062345,4183,1407203,742
2022-08-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,914,32,946,58105,59051,-585,2143,3325416,41964,,,3426431,40465598,8653888,,1,,,1476013,1950418,16411117,24054481,ITC,ITC4,3424288,2143,3322708,2708,979,-65,41944,20,31,1,40448019,17579,8651837,2051
2022-08-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,129,5,134,14242,14376,-324,780,573026,4070,,,591472,3425625,2423328,,0,,,219698,371774,2002099,1423526,ITI,ITI3,590692,780,571925,1101,130,-1,4067,3,5,0,3422634,2991,2420337,2991
2022-08-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,17,2,19,6056,6075,162,169,78060,659,,,84794,706231,661149,,1,,,27517,57277,468963,237268,ITF,ITF2,84625,169,78053,7,24,-7,659,0,1,1,704865,1366,659808,1341
