data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-01-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,478,36,514,10803,11317,-14,229,24298,1265,,,36880,532082,275385,,1,,,36651,229,24066,232,463,15,1254,11,39,-3,529798,2284,274632,753
2021-01-07T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,94,4,98,6272,6370,25,62,4832,269,,,11471,190075,120538,"N. 7 decessi del mese di dicembre 2020 sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,IN CORSO DI VERIFICA E VALIDAZIONE NUMERO TOTALE GUARITI REGIONE BASILICATA.,11409,62,4796,36,92,2,268,1,4,0,189314,761,120208,330
2021-01-07T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,249,21,270,8534,8804,113,361,16438,505,,,25747,454151,434578,,2,,,25386,361,16196,242,244,5,499,6,20,1,452241,1910,432831,1747
2021-01-07T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1385,96,1481,74878,76359,16,1052,116879,3033,,,196271,2108752,1410977,,6,,,195219,1052,115882,997,1362,23,2994,39,99,-3,2096822,11930,1404484,6493
2021-01-07T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2701,240,2941,53944,56885,-1184,2228,119874,8130,,,184889,2654264,1256332,,14,,,182661,2228,116526,3348,2665,36,8066,64,236,4,2644635,9629,1252185,4147
2021-01-07T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,661,64,725,11640,12365,535,671,39744,1834,,,53943,967089,349970,"A seguito della periodica verifica dei casi segnalati, 396 casi già positivi al tampone antigenico sono risultati poi positivi al tampone molecolare e, pertanto, in data odierna, vengono sottratti dal totale dei positivi al tampone antigenico ed aggiunti al totale dei positivi da tampone molecolare",6,"A seguito della periodica verifica dei casi segnalati, 396 casi già positivi al tampone antigenico sono risultati poi positivi al tampone molecolare e, pertanto, in data odierna, vengono sottratti dal totale dei positivi al tampone antigenico ed aggiunti al totale dei positivi da tampone molecolare.",,52876,1067,39241,503,649,12,1805,29,62,2,960944,6145,348178,1792
2021-01-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2882,310,3192,74731,77923,157,1779,92821,4015,,,174759,2793308,2085688,,18,,,172980,1779,91242,1579,2843,39,3972,43,306,4,2780969,12339,2079718,5970
2021-01-07T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,711,62,773,4528,5301,-123,196,54210,2963,,,62474,730767,329176,,1,I 171367 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,,62278,196,53907,303,703,8,2947,16,65,-3,729125,1642,328647,529
2021-01-07T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3363,473,3836,50406,54242,1551,2799,413248,25532,,,493022,4979745,2650393,,25,,,490223,2799,412034,1214,3424,-61,25498,34,471,2,4959414,20331,2642871,7522
2021-01-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,521,69,590,12992,13582,284,346,29633,1661,,,44876,559992,333430,,6,,,44530,346,29585,48,512,9,1647,14,67,2,556983,3009,331242,2188
2021-01-07T17:00:00,ITA,14,Molise,41.55774754,14.65916051,55,8,63,1472,1535,64,68,5124,205,,,6864,119457,109151,,1,,,6796,68,5123,1,57,-2,202,3,9,-1,118577,880,108364,787
2021-01-07T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,205,25,230,11021,11251,146,263,18700,763,,,30714,372082,165367,,0,,,30451,263,18584,116,203,2,762,1,27,-2,370250,1832,164792,575
