data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-11-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,429,38,467,7180,7647,556,601,3909,564,7026,5094,12120,298279,184865,,11519,601,3872,37,401,28,556,8,33,5,294594,3685,182672,2193
2020-11-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,87,11,98,1681,1779,84,102,729,54,963,1599,2562,108261,107396,,2460,102,714,15,88,-1,51,3,13,-2,107115,1146,106248,1148
2020-11-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,184,26,210,3430,3640,35,266,2069,121,1218,4612,5830,283075,280076,,5564,266,1841,228,164,20,118,3,19,7,280187,2888,277221,2855
2020-11-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1497,227,1724,48995,50719,1949,2971,13989,724,62798,2634,65432,1010052,688589,,62461,2971,12991,998,1486,11,700,24,171,56,996251,13801,680120,8469
2020-11-03T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1464,153,1617,26731,28348,1856,1912,28123,4687,44063,17095,61158,1635729,874120,In seguito a verifica sui dati sono stati eliminati 3 casi in quanto giudicati non casi COVID-19.,59249,1909,28093,30,1382,82,4664,23,138,15,1612029,23700,865327,8793
2020-11-03T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,205,39,244,5514,5758,205,366,5659,411,10476,1352,11828,550607,233148,,11462,366,5506,153,179,26,403,8,37,2,545374,5233,231668,1480
2020-11-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2192,197,2389,37340,39729,1946,2209,11837,1275,17037,35804,52841,1505664,1227238,,50632,2209,11595,242,2032,160,1254,21,185,12,1480183,25481,1207323,19915
2020-11-03T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1147,64,1211,8618,9829,535,1052,19356,1810,21800,9195,30995,457185,235736,,29943,1052,18859,497,1133,14,1790,20,57,7,450566,6619,232521,3215
2020-11-03T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4740,475,5215,93351,98566,4148,6804,100115,17752,171744,44689,216433,3040698,1889116,,209629,6804,97576,2539,4406,334,17635,117,435,40,3008361,32337,1871538,17578
2020-11-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,374,53,427,6990,7417,375,431,7160,1031,15421,187,15608,328103,192435,,15177,431,7110,50,334,40,1025,6,50,3,325563,2540,190758,1677
2020-11-03T17:00:00,ITA,14,Molise,41.55774754,14.65916051,24,6,30,1214,1244,91,93,705,41,1940,50,1990,65986,61642,,1897,93,703,2,22,2,41,0,5,1,65282,704,60969,673
2020-11-03T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,287,28,315,6237,6552,492,495,2976,320,9848,0,9848,240990,123854,,9353,495,2974,2,293,-6,319,1,23,5,238444,2546,122791,1063
2020-11-03T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,200,12,212,2050,2262,93,112,6938,447,5451,4196,9647,294266,115196,,9535,112,6922,16,178,22,444,3,11,1,292699,1567,115005,191
2020-11-03T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3379,213,3592,35121,38713,2618,3169,34675,4444,35311,42521,77832,1063115,664753,,74663,3169,34153,522,3108,271,4415,29,196,17,1050421,12694,652762,11991
2020-11-03T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,749,95,844,12681,13525,956,1163,6813,753,5882,15209,21091,573093,408246,per 773 casi non e' disponibile la provenienza,19928,1163,6619,194,705,44,740,13,88,7,567138,5955,402022,6224
2020-11-03T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,337,45,382,6526,6908,255,302,3309,239,3975,6481,10456,276430,234643,,10154,302,3266,43,339,-2,235,4,43,2,273941,2489,232724,1919
2020-11-03T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,1072,150,1222,15584,16806,742,1048,7569,550,15643,9282,24925,709371,497218,,23877,1048,7277,292,1025,47,536,14,142,8,701356,8015,492862,4356
2020-11-03T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1261,190,1451,32466,33917,2182,2336,15667,1403,41133,9854,50987,1133147,753032,effettuati 15775 tamponi rapidi antigenici di cui 349 odierni,48651,2336,15529,138,1217,44,1387,16,182,8,1118732,14415,743951,9081
2020-11-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,305,48,353,7214,7567,241,420,3845,148,3360,8200,11560,307285,178056,,11140,420,3674,171,308,-3,140,8,46,2,302745,4540,175793,2263
2020-11-03T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,170,13,183,1867,2050,38,94,1361,180,3164,427,3591,42561,26492,,3497,94,1306,55,167,3,179,1,12,1,42151,410,26356,136
2020-11-03T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,1011,142,1153,34013,35166,2233,2298,25471,2458,25215,37880,63095,2362039,917684,,60797,2298,25437,34,873,138,2427,31,136,6,2350517,11522,912972,4712
