data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-11-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,74,11,85,2898,2983,214,232,79259,2567,,,84809,2708791,910397,,1,,,84809,0,1527305,1181486,ITF,ITF1,84577,232,79241,18,75,-1,2567,0,11,0,2694298,14493,908685,1712
2021-11-14T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,26,1,27,903,930,45,60,29572,624,,,31126,492129,245928,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,,31126,0,467118,25011,ITF,ITF5,31066,60,29557,15,25,1,624,0,1,0,491492,637,245681,247
2021-11-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,112,9,121,3616,3737,41,139,84549,1466,,,89752,1358162,1154905,,0,,,89733,19,1119230,238932,ITF,ITF6,89613,139,84451,98,112,0,1466,0,9,0,1354600,3562,1152605,2300
2021-11-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,292,20,312,12226,12538,420,875,455894,8131,,,476563,7531067,3656645,,3,,"A seguito delle verifiche quotidiane, si evince che un decesso registrato oggi, risale al giorno 11/11/2021",464975,11588,5615224,1915843,ITF,ITF3,475688,875,455441,453,285,7,8129,2,18,2,7505604,25463,3653337,3308
2021-11-14T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,397,40,437,10152,10589,379,676,415272,13664,,,439525,10000886,2191763,"Sono stati eliminati 1 casi, positivi a test antigenico ma non confermati da tampone molecolare.",2,,,439107,418,6333170,3667716,ITH,ITH5,438850,675,414985,287,388,9,13655,9,39,1,9980179,20707,2189399,2364
2021-11-14T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,160,19,179,4593,4772,83,396,113703,3899,,,122374,3488686,879577,Il totale dei casi positivi è stato ridotto di 3 a seguito di 2 test antigenici non confermati dal successivo tampone molecolare (2 casi relativi alla provincia di UD) e di un test positivo rimosso dopo revisione del caso (caso Fuori Regione).		,4,,,106346,16028,2316156,1172530,ITH,ITH4,121981,393,113396,307,143,17,3896,3,20,-1,3471954,16732,877966,1611
2021-11-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,558,70,628,12130,12758,487,867,383598,8882,,,405238,10447921,4824872,,2,,,395202,10036,6021136,4426785,ITI,ITI4,404371,867,383222,376,550,8,8878,4,69,1,10413834,34087,4819925,4947
2021-11-14T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,91,7,98,1994,2092,90,193,110794,4441,,,117327,2804105,936104,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,0,,*di cui 81 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,117327,0,1756411,1047694,ITC,ITC3,117134,193,110692,102,95,-4,4440,1,8,-1,2794287,9818,934653,1451
2021-11-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,441,50,491,14681,15172,800,1020,856017,34240,,,905429,18786816,5953188,,1,,,834384,71045,11554936,7231880,ITC,ITC4,904409,1020,855802,215,430,11,34235,5,51,-1,18687678,99138,5941546,11642
2021-11-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,60,20,80,3265,3345,231,285,112223,3121,,,118689,1677460,971504,,0,,,118689,0,1435268,242192,ITI,ITI3,118404,285,112170,53,67,-7,3120,1,20,0,1673150,4310,968961,2543
