data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2022-08-31T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,131,9,140,26478,26618,68,755,509343,3631,,,539592,6708696,1310078,,0,,,216697,322895,2454607,4254089,ITF,ITF1,538837,755,508656,687,140,-9,3631,0,9,0,6703616,5080,1309537,541
2022-08-31T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,43,1,44,7187,7231,-220,236,170695,979,,,178905,1210058,382514,,0,,,69711,109194,684775,525283,ITF,ITF5,178669,236,170239,456,41,2,979,0,1,0,1208960,1098,382289,225
2022-08-31T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,164,5,169,65276,65445,-2180,1031,470110,2950,,,538505,3670765,2810495,,0,,L'ASP di Catanzaro comunica 229 nuovi soggetti positivi  di cui 10 fuori regione		 L'ASP di Cosenza comunica 300 nuovi soggetti positivi  di cui 21 fuori regione		  ,195340,343165,1774137,1896628,ITF,ITF6,537474,1031,466905,3205,171,-7,2944,6,8,-3,3665347,5418,2805960,4535
2022-08-31T17:00:00,ITA,15,Campania,40.83956555,14.25084984,281,13,294,104923,105217,-2690,1865,2066788,11094,,,2183099,18602376,5190127,,2,,"a seguito delle verifiche odierne, si evince che 5 decessi registrati oggi, risalgono ad un periodo compreso tra il 2/01 e il 28/08 2022",937958,1245141,9116948,9485428,ITF,ITF3,2181234,1865,2062241,4547,291,-10,11086,8,12,1,18590352,12024,5188754,1373
2022-08-31T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,900,28,928,25056,25984,352,1918,1777532,17889,,,1821405,17580063,2856986,,3,,,1023497,797908,9932155,7647908,ITH,ITH5,1819487,1918,1775972,1560,1054,-154,17883,6,33,-5,17567789,12274,2856068,918
2022-08-31T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,155,2,157,6998,7155,-420,655,463226,5366,,,475747,7038698,1194861,"Il totale dei casi positivi è stato ridotto di 3 a seguito di 1 tampone molecolare negativo dopo test antigenico positivo (caso relativo alla provincia di TS) e di 2 test positivi rimossi dopo revisione del caso (casi relativi alla provincia di PN). Dei 5 decessi odierni, 1 è relativo al mese di luglio.		",0,,,220676,255071,3587308,3451390,ITH,ITH4,475095,652,462159,1067,161,-6,5361,5,2,0,7034111,4587,1194426,435
2022-08-31T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,538,43,581,70030,70611,-7312,1639,1936162,11992,,,2018765,23599624,5878621,,2,,,1014748,1004017,9187601,14412023,ITI,ITI4,2017126,1639,1927217,8945,558,-20,11986,6,45,-2,23586488,13136,5877152,1469
2022-08-31T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,216,5,221,7027,7248,-144,525,547544,5540,,,560332,6157307,1422430,,0,,*di cui 29792  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,258428,301904,2567371,3589936,ITC,ITC3,559807,525,546879,665,240,-24,5536,4,5,0,6153275,4032,1421834,596
2022-08-31T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,633,22,655,44120,44775,822,3137,3386425,42231,,,3473431,40796319,8694739,,2,,,1480793,1992638,16461092,24335227,ITC,ITC4,3470294,3137,3384116,2309,659,-26,42225,6,21,1,40771151,25168,8691593,3146
2022-08-31T17:00:00,ITA,11,Marche,43.61675973,13.5188753,77,3,80,6154,6234,-51,649,594342,4092,,,604668,3467712,2465415,,0,,,219979,384689,2003878,1463834,ITI,ITI3,604019,649,593643,699,77,0,4091,1,3,0,3465331,2381,2463034,2381
