data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-11-21T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,676,73,749,14848,15597,219,541,6717,774,10218,12870,23088,371339,219918,Sono stati conteggiati 26 decessi avvenuti nelle settimane precedenti e non ancora comunicati. ,22547,541,6430,287,661,15,739,35,75,-2,366943,4396,218064,1854
2020-11-21T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,157,24,181,4989,5170,227,260,1082,110,2035,4327,6362,137987,137110,TOTALI TAMPONI EFFETTUATI/CASI TESTATI E TOTALE CASI POSITIVI RESIDENTI IN REGIONE BASILICATA IN CORSO DI REVISIONE.,6102,260,1055,27,154,3,104,6,27,-3,136301,1686,135426,1684
2020-11-21T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,426,45,471,9317,9788,421,425,3447,217,1520,11932,13452,340557,333246,,13027,425,3447,0,415,11,213,4,46,-1,337603,2954,330399,2847
2020-11-21T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2260,198,2458,98677,101135,2143,3554,30672,1249,130332,2724,133056,1407796,985270,,129502,3554,29293,1379,2244,16,1217,32,201,-3,1383104,24692,972976,12294
2020-11-21T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2594,241,2835,62245,65080,2146,2723,32672,5312,65480,37584,103064,1977482,1019829,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 3 casi in quanto giudicati non casi COVID-19.,100344,2720,32145,527,2534,60,5265,47,244,-3,1957785,19697,1011858,7971
2020-11-21T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,509,55,564,12193,12757,582,1043,10593,633,20317,3666,23983,658272,263440,Nei casi odierni sono compresi 88 casi registrati oggi a sistema dal flusso dati dei laboratori privati (date di prelievo comprese fra il 27 ottobre e 17 novembre),22940,1043,10157,436,505,4,608,25,54,1,651014,7258,261532,1908
2020-11-21T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3257,337,3594,76282,79876,2130,2658,18273,1958,28357,71750,100107,1990582,1617550,,97449,2658,17782,491,3202,55,1921,37,337,0,1960536,30046,1592354,25196
2020-11-21T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1241,119,1360,14513,15873,-81,761,29416,2227,32708,14808,47516,560338,277654,,46755,761,28594,822,1290,-49,2207,20,120,-1,553862,6476,275463,2191
2020-11-21T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,8314,936,9250,153435,162685,3044,8853,183472,20359,272904,93612,366516,3769051,2236696,,357663,8853,177832,5640,8304,10,20190,169,930,6,3724757,44294,2221955,14741
2020-11-21T17:00:00,ITA,11,Marche,43.61675973,13.5188753,544,86,630,14492,15122,145,452,9775,1168,20054,6011,26065,387818,225892,,25613,452,9475,300,542,2,1161,7,81,5,384786,3032,224325,1567
