data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-09-28T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,61,5,66,1765,1831,-61,28,76716,2544,,,81091,2224039,841676,sono stati eliminati 2 casi dei giorni passati in quanto duplicati e 2 casi dei giorni passati in quanto non pazienti Covid,0,,,81091,0,1403220,820819,ITF,ITF1,81067,24,76631,85,62,-1,2544,0,5,0,2216082,7957,839983,1693
2021-09-28T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,39,2,41,1130,1171,-14,31,28206,614,,,29991,460834,236189,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,,29991,0,438496,22338,ITF,ITF5,29960,31,28162,44,48,-9,613,1,3,-1,459988,846,235904,285
2021-09-28T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,166,13,179,3675,3854,-123,97,78221,1400,,,83475,1185178,1048578,,1,,"L' ASP di Cosenza comunica :"" 30 nuovi casi, di cui 3 ricoverati e 27 a domicilio; il totale dei casi è incrementato di 32 unità e non 30 in quanto vengono comunicati due casi risultati essere reinfezioni in data 3/9/2021 con  guarigione in data 15/9/2021""													 L' ASP di Catanzaro comunica 9 positivi di cui 1  migrante sbarcato a Badolato in isolamento presso il CAS di Sellia Marina.													 L'Asp di Crotone comunica  22 nuovi positivi di cui 10 migranti													 													 													",83459,16,1037171,148007,ITF,ITF6,83378,97,78003,218,159,7,1398,2,13,0,1181479,3699,1046178,2400
2021-09-28T17:00:00,ITA,15,Campania,40.83956555,14.25084984,249,18,267,6798,7065,-237,222,440778,7915,,,455758,6575169,3522705,,0,,A seguito delle verifiche effettuate dalle ASL si è evinto che 5 decessi registrati in data odierna sono riconducibili ad un periodo compreso tra Marzo ed Agosto 2021.,444170,11588,5222588,1352581,ITF,ITF3,455536,222,440327,451,258,-9,7907,8,19,-1,6556370,18799,3519245,3460
2021-09-28T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,386,47,433,13435,13868,-74,197,395787,13464,,,423119,8792834,2081626,"Sono stati eliminati 17 casi, positivi a test antigenico ma non confermati da tampone molecolare.",2,,,422757,362,5808978,2983856,ITH,ITH5,422939,180,395535,252,390,-4,13462,2,47,0,8756810,36024,2078895,2731
2021-09-28T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,41,7,48,981,1029,-26,51,108711,3818,,,113558,2712254,799175,Il totale dei casi positivi è stato ridotto di 2 a seguito di due test positivi rimossi dopo revisione di casi (casi relativi alle province di TS e GO),0,,,98272,15286,2105824,606430,ITH,ITH4,113509,49,108637,74,41,0,3817,1,8,-1,2701436,10818,797683,1492
2021-09-28T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,388,57,445,9483,9928,-148,252,365365,8645,,,383938,9067108,4655764,,2,,,374853,9085,5495439,3571669,ITI,ITI4,383686,252,364968,397,393,-5,8642,3,59,-2,9043217,23891,4652194,3570
2021-09-28T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,53,8,61,940,1001,-97,84,107120,4408,,,112529,2306755,852733,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,0,,Si segnalano 31 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].  ,112529,0,1626898,679857,ITC,ITC3,112445,84,106940,180,54,-1,4407,1,8,0,2297653,9102,850919,1814
2021-09-28T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,393,56,449,10245,10694,-169,345,838179,34032,,,882905,14904772,5440754,,2,,,818316,64589,10699020,4205752,ITC,ITC4,882560,345,837671,508,389,4,34026,6,62,-6,14841134,63638,5428815,11939
2021-09-28T17:00:00,ITA,11,Marche,43.61675973,13.5188753,54,20,74,2587,2661,7,61,107971,3072,,,113704,1539571,896156,,0,,,113704,0,1337481,202090,ITI,ITI3,113643,61,107917,54,55,-1,3072,0,21,-1,1535929,3642,894113,2043
2021-09-28T17:00:00,ITA,14,Molise,41.55774754,14.65916051,2,1,3,111,114,-35,0,13883,497,,,14494,273132,239386,,0,,,14494,0,260102,13030,ITF,ITF2,14494,0,13849,34,2,0,496,1,2,-1,272775,357,239032,354
2021-09-28T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,25,9,34,772,806,-22,68,74785,1192,,,76783,2057364,478854,,1,,68 nuovi positivi di cui 22 test antigenici confermati da test molecolare			 ,63551,13232,650772,1406592,ITH,ITH1,76715,68,74695,90,24,1,1192,0,9,0,2048249,9115,477853,1001
2021-09-28T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,21,3,24,284,308,-27,25,46623,1372,,,48303,1091971,322288,,1,,,33632,14671,718202,373769,ITH,ITH2,48278,25,46571,52,20,1,1372,0,2,1,1087941,4030,320676,1612
2021-09-28T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,192,24,216,3445,3661,-89,192,363208,11759,,,378628,6637033,2394527,,1,,,357692,20936,3478813,3158220,ITC,ITC1,378436,192,362928,280,208,-16,11758,1,25,-1,6613469,23564,2388860,5667
2021-09-28T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,156,15,171,2628,2799,-67,125,258785,6785,,,268369,3647725,1434115,,0,,,267166,1203,2757186,890539,ITF,ITF4,268244,125,258599,186,164,-8,6779,6,18,-3,3634267,13458,1431646,2469
2021-09-28T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,140,14,154,2194,2348,-200,49,71155,1636,,,75139,1876174,1031799,,0,,Si segnala il decesso dei paz.:  - 1 uomo 80 aa Residente nella Città Metropolitana di Cagliari,75035,104,1236231,639943,ITG,ITG2,75090,49,70907,248,143,-3,1635,1,15,-1,1872053,4121,1029366,2433
2021-09-28T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,526,70,596,16001,16597,-236,553,273900,6805,,,297302,6257448,2393189,DECEDUTI: N. 3 IL 26/09/21 - N. 5 IL 25/09/21 - N. 3 IL 24/09/21 - N. 1 IL 23/09/21 - N. 1 IL 22/09/21 ,2,,,297302,0,3189849,3067599,ITG,ITG1,296749,553,273124,776,543,-17,6792,13,72,-2,6237097,20351,2384397,8792
2021-09-28T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,281,43,324,6781,7105,-255,190,267379,7157,,,281641,6352768,2844761,,3,,,276993,4648,4523028,1829740,ITI,ITI1,281451,190,266943,436,284,-3,7148,9,50,-7,6333214,19554,2838527,6234
2021-09-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,39,2,41,874,915,-44,29,61339,1448,,,63702,1924882,439058,,0,,,63702,0,1127678,797204,ITI,ITI2,63673,29,61266,73,41,-2,1448,0,2,0,1916350,8532,438398,660
2021-09-28T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,3,0,3,65,68,5,10,11578,474,,,12120,186498,85835,,0,,,11301,819,108878,77620,ITC,ITC2,12110,10,11573,5,3,0,474,0,0,0,185423,1075,85659,176
2021-09-28T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,203,45,248,10801,11049,-296,376,445681,11770,,,468500,11787845,2093098,,4,,,454098,14402,6679471,5108374,ITH,ITH3,468124,376,445019,662,206,-3,11760,10,48,-3,11731993,55852,2089575,3523
