data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-12-09T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,666,64,730,15591,16321,-128,264,13650,1003,,,30974,446996,249398,,2,,,30710,264,13267,383,658,8,994,9,69,-5,444065,2931,248363,1035
2020-12-09T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,123,13,136,6148,6284,-64,35,2673,183,,,9140,163306,162432,,0,,,9105,35,2576,97,121,2,181,2,15,-2,162939,367,162065,367
2020-12-09T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,374,25,399,9728,10127,-239,139,8513,366,,,19006,387883,375190,,2,,,18867,139,8141,372,376,-2,360,6,25,0,384990,2893,373497,1693
2020-12-09T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1852,138,1990,95223,97213,-1552,1361,69473,2108,,,168794,1737112,1181198,,0,Al momento non è possibile definire il dato dei tamponi antigenici.,Non ci è possibile trasmettere i rimanenti dati perchè in corso di definizione,167433,1361,66604,2869,1898,-46,2064,44,140,-2,1721240,15872,1171162,10036
2020-12-09T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2857,233,3090,62753,65843,-679,1079,66191,6314,,,138348,2259395,1128691,In seguito a verifica sui dati comunicati nei giorni passati è stato eliminato 1 caso in quanto giudicato non caso COVID-19.,8,,,137270,1078,64480,1711,2781,76,6268,46,234,-1,2248912,10483,1124534,4157
2020-12-09T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,663,63,726,14229,14955,78,633,21040,1122,,,37117,783883,301832,,5,,,36484,633,20518,522,658,5,1089,33,64,-1,778693,5190,300223,1609
2020-12-09T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3109,342,3451,90367,93818,-191,1297,37873,2734,,,134425,2398526,1903293,,20,,,133128,1297,36418,1455,3091,18,2701,33,341,1,2384802,13724,1896955,6338
2020-12-09T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,841,88,929,8318,9247,-498,191,42526,2591,,,54364,633457,300174,,4,i 99296 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,,54173,191,41865,661,841,0,2563,28,91,-3,631209,2248,299600,574
2020-12-09T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5727,766,6493,83410,89903,-21926,1233,320380,23277,,,433560,4326540,2429884,,24,,,432327,1233,297290,23090,6187,-460,23208,69,767,-1,4312365,14175,2425509,4375
2020-12-09T17:00:00,ITA,11,Marche,43.61675973,13.5188753,518,85,603,12914,13517,-304,229,18179,1364,,,33060,440236,257377,,2,,,32831,229,17655,524,514,4,1355,9,87,-2,438149,2087,256131,1246
2020-12-09T17:00:00,ITA,14,Molise,41.55774754,14.65916051,49,8,57,2480,2537,11,14,2713,145,,,5395,99988,92371,,0,,,5381,14,2711,2,50,-1,144,1,8,0,99517,471,91916,455
2020-12-09T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,397,30,427,10457,10884,1,232,14299,604,,,25787,326809,153117,,0,,Il dato sugli ingressi in TI del giorno al momento non è disponibile,25555,232,14078,221,483,-86,594,10,30,0,325198,1611,152639,478
2020-12-09T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,430,48,478,2038,2516,59,182,14348,735,,,17599,401438,142549,,1,,,17417,182,14241,107,426,4,719,16,48,0,398913,2525,142277,272
2020-12-09T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,4102,318,4420,59063,63483,-1030,906,110261,6813,,,180557,1697990,1012701,,8,,,179651,906,108392,1869,4124,-22,6746,67,330,-12,1687411,10579,1008548,4153
2020-12-09T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1639,199,1838,46232,48070,758,917,17325,1779,,,67174,855898,576913,,22,,,66257,917,17186,139,1605,34,1759,20,197,2,853140,2758,574371,2542
2020-12-09T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,621,61,682,14333,15015,-145,253,9467,549,,,25031,405424,338888,,4,,Si segnalano i decessi dei pazienti: 1 uomo 86 aa residente nella provincia del Sud Sardegna;			 1 uomo 85 aa residente nella provincia del Sud Sardegna;				 1 uomo 74 aa residente nella provincia del Sud Sardegna;				 1 donna 94 aa residente nella provincia del Sud Sardegna; 1 uomo 79 aa residente nella provincia di Sassari; 1 donna 92 aa residente nella provincia di Sassari.,24778,253,9075,392,616,5,543,6,62,-1,403381,2043,337841,1047
2020-12-09T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,1374,198,1572,37075,38647,-908,753,33798,1863,,,74308,1047211,707036,,18,,,73555,753,32171,1627,1374,0,1829,34,199,-1,1040198,7013,702770,4266
2020-12-09T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1347,253,1600,23005,24605,-1419,505,82361,2957,,,109923,1671272,990816,,12,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",,109418,505,80461,1900,1335,12,2933,24,253,0,1661394,9878,988018,2798
2020-12-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,323,56,379,5277,5656,-90,89,19291,486,,,25433,443349,233112,,2,,,25344,89,19121,170,318,5,477,9,57,-1,442893,456,232973,139
2020-12-09T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,90,13,103,753,856,-14,17,5584,343,,,6783,56847,34887,,4,,,6766,17,5557,27,96,-6,339,4,9,4,56474,373,34790,97
2020-12-09T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,2551,319,2870,78148,81018,1270,2427,87950,4403,,,173371,2921028,1101887,,14,,,170944,2427,86822,1128,2529,22,4374,29,319,0,2910230,10798,1098632,3255
