data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-11-13T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,75,11,86,2683,2769,149,179,79241,2567,,,84577,2694298,908685,,1,,,84577,0,1523978,1170320,ITF,ITF1,84398,179,79212,29,81,-6,2566,1,10,1,2681085,13213,907015,1670
2021-11-13T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,25,1,26,859,885,24,30,29557,624,,,31066,491492,245681,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,,31066,0,466526,24966,ITF,ITF5,31036,30,29551,6,25,0,624,0,1,0,490820,672,245465,216
2021-11-13T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,112,9,121,3575,3696,7,184,84451,1466,,,89613,1354600,1152605,,1,,,89594,19,1117846,236754,ITF,ITF6,89429,184,84275,176,107,5,1465,1,9,0,1349847,4753,1149910,2695
2021-11-13T17:00:00,ITA,15,Campania,40.83956555,14.25084984,285,18,303,11815,12118,426,830,455441,8129,,,475688,7505604,3653337,,6,,A seguito delle verifiche quotidiane si evince che 1 decesso registrato oggi risale al giorno 03/11/2021,464100,11588,5603789,1901815,ITF,ITF3,474858,830,455043,398,290,-5,8123,6,17,1,7478024,27580,3650100,3237
2021-11-13T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,388,39,427,9783,10210,450,682,414985,13655,,,438850,9980179,2189399,,2,,,438445,405,6323496,3656683,ITH,ITH5,438168,682,414760,225,362,26,13648,7,42,-3,9951813,28366,2186613,2786
2021-11-13T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,143,20,163,4526,4689,359,524,113396,3896,,,121981,3471954,877966,"Il totale dei casi positivi è stato ridotto di 5 a seguito di 3 test positivi rimossi dopo revisione dei casi (casi relativi alle provincia di TS) e di 2 test antigenici non confermati dai successivi tamponi molecolari (casi relativi alle provincie di GO e PN). 2 casi precedentemente segnalati come casi confermati da test antigenico, dopo verifica, sono stati riclassificati come casi confermati da test molecolare (casi relativi alla provincia di UD)                		",2,,,105984,15997,2312021,1159933,ITH,ITH4,121462,519,113237,159,134,9,3895,1,19,1,3444935,27019,875718,2248
2021-11-13T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,550,69,619,11652,12271,478,1067,383222,8878,,,404371,10413834,4819925,,3,,,394337,10034,6010965,4402869,ITI,ITI4,403304,1067,382642,580,537,13,8869,9,69,0,10363519,50315,4814416,5509
2021-11-13T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,95,8,103,1899,2002,123,232,110692,4440,,,117134,2794287,934653,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,0,,*di cui 75 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,117134,0,1754093,1040194,ITC,ITC3,116902,232,110584,108,95,0,4439,1,9,-1,2779720,14567,932755,1898
2021-11-13T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,430,51,481,13891,14372,811,1237,855802,34235,,,904409,18687678,5941546,,4,,,833744,70665,11537607,7150071,ITC,ITC4,903172,1237,855389,413,434,-4,34222,13,49,2,18580293,107385,5928876,12670
2021-11-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,67,20,87,3027,3114,94,253,112170,3120,,,118404,1673150,968961,,0,,,118404,0,1432347,240803,ITI,ITI3,118151,253,112012,158,70,-3,3119,1,21,-1,1669249,3901,966844,2117
2021-11-13T17:00:00,ITA,14,Molise,41.55774754,14.65916051,4,1,5,206,211,0,15,14105,503,,,14819,291517,257604,,0,,,14819,0,278487,13030,ITF,ITF2,14804,15,14090,15,4,0,503,0,1,0,291011,506,257100,504
2021-11-13T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,66,8,74,3237,3311,238,359,77502,1217,,,82030,2425605,515643,359 nuovi positivi di cui 126 test antigenici confermati da test molecolare ,2,,,68798,13232,692159,1733446,ITH,ITH1,81671,359,77385,117,65,1,1213,4,6,2,2415450,10155,514623,1020
2021-11-13T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,18,3,21,700,721,64,96,48046,1384,,,50151,1391837,422749,,1,,,34289,15862,736115,655722,ITH,ITH2,50055,96,48014,32,20,-2,1384,0,2,1,1383524,8313,422237,512
