data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-11-02T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,401,33,434,6657,7091,458,478,3872,556,7083,4436,11519,294594,182672,,11041,478,3854,18,391,10,554,2,32,1,291057,3537,180627,2045
2020-11-02T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,88,13,101,1594,1695,100,111,714,51,901,1559,2460,107115,106248,,2349,111,705,9,86,2,49,2,11,2,105510,1605,104650,1598
2020-11-02T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,164,19,183,3422,3605,243,254,1841,118,1208,4356,5564,280187,277221,,5310,254,1831,10,161,3,117,1,13,6,277844,2343,274781,2440
2020-11-02T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1486,171,1657,47113,48770,1592,2861,12991,700,59831,2630,62461,996251,680120,I Dati del 02/11/2020 della Provincia di Benevento non sono pervenuti. ,59600,2861,11746,1245,1416,70,676,24,170,1,980619,15632,669472,10648
2020-11-02T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1382,138,1520,24972,26492,1575,1652,28093,4664,43112,16137,59249,1612029,865327,,57597,1652,28033,60,1267,115,4647,17,132,6,1601730,10299,858385,6942
2020-11-02T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,179,37,216,5337,5553,177,218,5506,403,10146,1316,11462,545374,231668,,11244,218,5470,36,180,-1,398,5,38,-1,542817,2557,230864,804
2020-11-02T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2032,185,2217,35566,37783,1677,1859,11595,1254,16636,33996,50632,1480183,1207323,,48773,1859,11436,159,2055,-23,1231,23,185,0,1460609,19574,1192749,14574
2020-11-02T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1133,57,1190,8104,9294,580,599,18859,1790,21510,8433,29943,450566,232521,,29344,599,18849,10,1080,53,1781,9,63,-6,447720,2846,231090,1431
2020-11-02T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4406,435,4841,89577,94418,4343,5278,97576,17635,166581,43048,209629,3008361,1871538,,204351,5278,96687,889,4246,160,17589,46,418,17,2984274,24087,1856584,14954
2020-11-02T17:00:00,ITA,11,Marche,43.61675973,13.5188753,334,50,384,6658,7042,319,373,7110,1025,15000,177,15177,325563,190758,,14804,373,7060,50,327,7,1021,4,42,8,323790,1773,189574,1184
2020-11-02T17:00:00,ITA,14,Molise,41.55774754,14.65916051,22,5,27,1126,1153,100,101,703,41,1847,50,1897,65282,60969,,1796,101,703,0,18,4,40,1,5,0,64556,726,60268,701
2020-11-02T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,293,23,316,5744,6060,429,437,2974,319,9353,0,9353,238444,122791,,8916,437,2970,4,273,20,315,4,17,6,236165,2279,121821,970
2020-11-02T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,178,11,189,1980,2169,69,187,6922,444,5415,4120,9535,292699,115005,,9348,187,6807,115,152,26,441,3,9,2,291762,937,114652,353
2020-11-02T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3108,196,3304,32791,36095,1681,2003,34153,4415,34275,40388,74663,1050421,652762,,72660,2003,33852,301,2844,264,4394,21,179,17,1039308,11113,643829,8933
2020-11-02T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,705,88,793,11776,12569,537,626,6619,740,5486,14442,19928,567138,402022,,19302,626,6539,80,677,28,731,9,87,1,563078,4060,400285,1737
2020-11-02T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,339,43,382,6271,6653,275,324,3266,235,3838,6316,10154,273941,232724,,9830,324,3218,48,336,3,234,1,43,0,270574,3367,230042,2682
2020-11-02T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,1025,142,1167,14897,16064,740,1024,7277,536,15095,8782,23877,701356,492862,,22853,1024,7011,266,999,26,518,18,132,10,693322,8034,488072,4790
2020-11-02T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1217,182,1399,30336,31735,1761,2009,15529,1387,39186,9465,48651,1118732,743951,effettuati 15426 tamponi rapidi antigenici di cui 562 odierni,46642,2009,15305,224,1106,111,1363,24,173,9,1106715,12017,736419,7532
2020-11-02T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,308,46,354,6972,7326,116,193,3674,140,3290,7850,11140,302745,175793,,10947,193,3602,72,295,13,135,5,46,0,302117,628,175572,221
2020-11-02T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,167,12,179,1833,2012,92,122,1306,179,3080,417,3497,42151,26356,,3375,122,1281,25,161,6,174,5,12,0,41665,486,26164,192
2020-11-02T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,873,136,1009,31924,32933,1519,1544,25437,2427,25103,35694,60797,2350517,912972,,59253,1544,25421,16,832,41,2418,9,132,4,2342686,7831,910040,2932
