data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2022-06-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,178,6,184,18265,18449,-394,173,385223,3333,,,407005,6085572,1246672,"Del totale dei decessi comunicati in data odierna, 1 è avvenuto nei giorni scorsi.",0,,,189845,217160,2334497,3751075,ITF,ITF1,406832,173,384659,564,168,10,3330,3,7,-1,6083823,1749,1246506,166
2022-06-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,54,0,54,18622,18676,-241,114,118503,922,,,138101,1061154,352796,"Si comunica che il dato relativo ai casi COVID-19 in isolamento domiciliare ed ai guariti, riportato in data odierna nei relativi campi è in corso di revisione sulla piattaforma regionale COVID-19 e non appena consolidato sarà aggiornato.",0,,,66816,71285,666320,394834,ITF,ITF5,137987,114,118149,354,54,0,921,1,0,0,1060643,511,352697,99
2022-06-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,163,4,167,34803,34970,-323,492,353771,2618,,,391359,3131365,2387406,,0,,L'ASP di Cosenza  comunica  94 nuovi soggetti positivi di cui 1 fuori regione. L'ASP di Vibo Valentia  comunica  8 nuovi soggetti positivi di cui 3 fuori regione.,185757,205602,1688654,1442711,ITF,ITF6,390867,492,352958,813,164,-1,2616,2,4,0,3129380,1985,2385708,1698
2022-06-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,334,16,350,123967,124317,-830,843,1581107,10522,,,1715946,16689974,4958156,,0,,"a seguito delle verifiche odierne, si evince che un decesso registrato oggi, risale al giorno 16/05 2022",911190,804756,8794262,7895712,ITF,ITF3,1715103,843,1579437,1670,344,-10,10519,3,17,-1,16684609,5365,4957461,695
2022-06-03T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,784,29,813,16836,17649,-1540,2554,1456305,16956,,,1490910,16229286,2763027,"L'incremento dei casi confermati registrati oggi  comprende le positività non comunicate nella giornata di ieri per un disguido informatico del sistema regionale. E' stato inoltre eliminatio1 caso, comunicato nei giorni precedenti, in quanto giudicato non caso COVID-19.",5,,,944250,546660,9321370,6907916,ITH,ITH5,1488357,2553,1452216,4089,745,39,16952,4,25,4,16223202,6084,2762577,450
2022-06-03T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,83,3,86,19017,19103,-184,73,355450,5109,,,379662,6540354,1144611,,0,,,201992,177670,3396718,3143636,ITH,ITH4,379589,73,355194,256,79,4,5108,1,4,-1,6538990,1364,1144509,102
2022-06-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,552,31,583,117427,118010,-1988,1055,1454700,11347,,,1584057,21400935,5697410,,1,,,983218,600839,8834954,12565981,ITI,ITI4,1583002,1055,1451662,3038,556,-4,11342,5,31,0,21393080,7855,5696256,1154
2022-06-03T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,131,7,138,4789,4927,-132,109,440447,5331,,,450705,5573122,1332424,,0,,*di cui 15949 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,236715,213990,2470950,3102172,ITC,ITC3,450596,109,440206,241,125,6,5331,0,7,0,5571720,1402,1332154,270
2022-06-03T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,518,34,552,97151,97703,-556,690,2759944,40575,,,2898222,37837237,8330782,,0,,,1419097,1479125,16023196,21814041,ITC,ITC4,2897532,690,2758704,1240,533,-15,40569,6,34,0,37828105,9132,8329441,1341
2022-06-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,69,2,71,3556,3627,-27,181,466916,3906,,,474449,3116227,2113930,,0,,,215632,258817,1985075,1131152,ITI,ITI3,474268,181,466709,207,68,1,3905,1,2,0,3115545,682,2113248,682
2022-06-03T17:00:00,ITA,14,Molise,41.55774754,14.65916051,9,2,11,4040,4051,67,67,61479,629,,,66159,634937,591688,,0,,,25901,40258,437692,197245,ITF,ITF2,66092,67,61479,0,8,1,629,0,2,0,634201,736,590974,714
2022-06-03T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,33,1,34,1351,1385,-149,74,215784,1479,,,218648,5148441,833337,,0,,"74 nuovi positivi di cui 3 test antigenici confermati da test molecolare, 68 casi diagnosticati con test antigenico e 3 nuovi positivi al test PCR.  ",84567,134081,888443,4259998,ITH,ITH1,218574,74,215561,223,34,-1,1479,0,1,0,5147784,657,833272,65
2022-06-03T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,25,2,27,1220,1247,-44,49,165161,1564,,,167972,2639126,560989,,0,,,43405,124567,843571,1795555,ITH,ITH2,167923,49,165068,93,21,4,1564,0,3,-1,2638640,486,560942,47
2022-06-03T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,263,8,271,25075,25346,-163,393,1161417,13436,,,1200199,17528254,4000402,,0,,,503279,696920,4958001,12570253,ITC,ITC1,1199806,393,1160861,556,261,2,13436,0,11,-3,17522360,5894,3999815,587
2022-06-03T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,252,18,270,25573,25843,21,430,1101855,8517,,,1136215,11055245,2409359,,1,,,485684,650531,4399867,6655378,ITF,ITF4,1135785,430,1101448,407,264,-12,8515,2,17,1,11049547,5698,2407292,2067
2022-06-03T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,118,9,127,12964,13091,-239,464,298593,2467,,,314151,4562598,1648314,,0,,"L'incremento dei nuovi casi tiene conto anche dei casi diagnosticati con test antigenico. Pertanto si specifica che dei 464 casi dichiarati oggi, 432 sono stati diagnosticati da tampone antigenico Si segnala il decesso dei paz.:  - 1 donna 83 aa Residente nella Città Metropolitana di Cagliari  - 1 uomo 70 aa Residente nella Città Metropolitana di Cagliari  - 1 uomo 86 aa Residente nella Provincia di Oristano ",162278,151873,2034354,2528244,ITG,ITG2,313687,464,297893,700,120,-2,2464,3,9,0,4560694,1904,1647450,864
2022-06-03T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,518,25,543,58437,58980,-209,678,1128873,10973,,,1198826,13147504,7562406,DECEDUTI: N. 1 IL 03/06/2022 - N. 1 IL 02/06/2022 - N. 3 IL 01/06/2022,0,,"Sul numero complessivo dei casi confermati comunicati in data odierna, n. 264 sono relativi a giorni precedenti al 02/06/22",507104,691722,4734652,8412852,ITG,ITG1,1197884,942,1127727,1146,500,18,10968,5,25,0,13138850,8654,7554122,8284
2022-06-03T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,230,17,247,25846,26093,-622,307,1117254,10099,,,1153446,14188617,4815123,,1,,,634386,519060,6800664,7387953,ITI,ITI1,1153139,307,1116328,926,231,-1,10096,3,16,1,14185486,3131,4814498,625
2022-06-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,99,2,101,6937,7038,6,194,278588,1851,,,287477,4321484,732198,- Si fa presente che 2 dei ricoveri non UTI appartengono ai codici disciplina di Ostetricia & Ginecologia e Pediatria. - Si fa presente che 24 dei ricoveri non UTI appartengono ad altri codici disciplina.,0,,,141003,146474,1650759,2670725,ITI,ITI2,287283,194,278400,188,91,8,1851,0,2,0,4320664,820,732063,135
2022-06-03T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,8,0,8,860,868,-18,5,35264,535,,,36667,520001,134710,,0,,,12702,23965,139607,380394,ITC,ITC2,36662,5,35241,23,7,1,535,0,0,0,519918,83,134698,12
2022-06-03T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,223,9,232,26451,26683,-279,484,1716077,14706,,,1757466,30140659,4855161,,1,,,809556,947910,10090480,20050179,ITH,ITH3,1756982,484,1715315,762,216,7,14705,1,9,0,30134162,6497,4854423,738
