data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-01-13T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,468,40,508,10708,11216,79,314,25823,1300,,,38339,550152,280892,,5,,,38025,314,25597,226,478,-10,1291,9,38,2,546247,3905,279653,1239
2021-01-13T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,90,4,94,6642,6736,16,72,5177,284,,,12197,196701,123720,"Per ricalcolo del totale casi positivi, è stato eliminato n. 1 caso positivo comunicato in data 11 c.m. ",0,,,12126,71,5125,52,94,-4,281,3,4,0,195667,1034,123222,498
2021-01-13T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,284,25,309,9302,9611,-133,283,17604,521,,,27736,470340,449634,,3,,,27453,283,17189,415,275,9,520,1,22,3,466895,3445,446647,2987
2021-01-13T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1405,106,1511,70749,72260,-329,1098,127035,3257,,,202552,2180945,1452804,,7,,,201454,1098,125656,1379,1414,-9,3209,48,109,-3,2166203,14742,1443145,9659
2021-01-13T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2679,229,2908,55072,57980,-2212,1178,129073,8520,,,195573,2737403,1280780,,9,,,194395,1178,125749,3324,2730,-51,8454,66,237,-8,2721570,15833,1276221,4559
2021-01-13T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,665,69,734,12064,12798,-120,546,43008,1981,,,57787,1004009,359710,"79 casi già positivi al tampone antigenico sono risultati poi positivi al tampone molecolare e pertanto, in data odierna, vengono sottratti dal totale dei positivi al tampone antigenico ed aggiunti all'incremento dei positivi da tampone molecolare",8,,,57241,546,42373,635,671,-6,1950,31,68,1,996728,7281,358306,1404
2021-01-13T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2892,313,3205,75018,78223,-364,1612,101426,4259,,,183908,2866990,2117488,,21,,,182296,1612,99491,1935,2871,21,4218,41,326,-13,2853312,13678,2110984,6504
2021-01-13T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,689,62,751,4251,5002,-26,395,56605,3064,,,64671,754313,336922,,5,I 188772 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,,64276,395,56202,403,731,-42,3046,18,65,-3,749871,4442,335502,1420
2021-01-13T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3651,462,4113,50850,54963,548,2245,424720,25954,,,505637,5109218,2694848,,19,,,503392,2245,423074,1646,3641,10,25903,51,466,-4,5077338,31880,2685264,9584
2021-01-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,594,73,667,12491,13158,-1032,480,33234,1735,,,48127,591216,354258,,5,,,47647,480,31734,1500,588,6,1723,12,79,-6,584185,7031,349670,4588
