data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-12-15T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,601,59,660,13807,14467,-415,100,16836,1072,,,32375,467336,255645,,3,,,32275,100,16336,500,630,-29,1057,15,64,-5,465419,1917,255064,581
2020-12-15T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,106,11,117,6042,6159,12,62,3182,212,,,9553,168405,167550,,0,,,9491,62,3137,45,114,-8,207,5,12,-1,167483,922,166639,911
2020-12-15T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,335,21,356,8766,9122,-200,175,10616,399,,,20137,400303,386457,,2,,,19962,175,10244,372,346,-11,396,3,21,0,399500,803,385776,681
2020-12-15T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1720,123,1843,88399,90242,-2428,647,83068,2390,,,175700,1830136,1239599,,0,,,175053,647,80043,3025,1796,-76,2340,50,130,-7,1821695,8441,1237435,2164
2020-12-15T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2797,214,3011,61623,64634,-352,1238,76205,6719,,,147558,2349809,1157563,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 5 casi in quanto giudicati non casi COVID-19.,17,,,146325,1233,74694,1511,2831,-34,6645,74,222,-8,2334039,15770,1153725,3838
2020-12-15T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,654,56,710,17219,17929,3841,829,22092,1299,,,41320,828919,315194,,3,,,40491,829,25156,-3064,660,-6,1247,52,58,-2,819153,9766,311349,3845
2020-12-15T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2921,321,3242,80979,84221,-1628,1159,54870,3059,,,142150,2489437,1949641,,12,"per un errore di digitazione , i casi da antigenico di ieri erano 6.319 invece di 9.319",,140991,1159,52166,2704,2938,-17,2976,83,347,-26,2473825,15612,1943456,6185
2020-12-15T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,768,71,839,7276,8115,-165,202,45234,2694,,,56043,655617,307046,,3,,,55841,202,44887,347,780,-12,2674,20,73,-2,651718,3899,306034,1012
2020-12-15T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4996,656,5652,70238,75890,-2431,2404,347130,23991,,,447011,4477309,2478151,,28,,,444607,2404,342409,4721,5053,-57,23877,114,685,-29,4449633,27676,2468555,9596
2020-12-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,467,78,545,11345,11890,-912,228,21882,1428,,,35200,460780,269841,,3,,,34972,228,20756,1126,469,-2,1414,14,83,-5,457424,3356,267987,1854
