data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2022-09-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,110,2,112,27720,27832,-111,581,516297,3651,,,547780,6767257,1315599,,0,,,218871,328909,2467998,4299259,ITF,ITF1,547199,581,515605,692,107,3,3651,0,3,-1,6763697,3560,1315239,360
2022-09-14T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,22,1,23,6331,6354,-71,139,174020,984,,,181358,1223577,384856,,0,,,69878,111480,686838,536739,ITF,ITF5,181219,139,173811,209,22,0,983,1,1,0,1222757,820,384694,162
2022-09-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,140,4,144,42689,42833,-2110,574,502393,2983,,,548209,3729466,2859247,"L'ASP di Catanzaro comunica: ""oggi 125 positivi di cui 2 fuori regione""  L'ASP di Cosenza comunica:  ""I 6 decessi comunicati oggi sono avvenuti in precedenza, nelle seguenti date: 11/07/2022, 16/07/2022, 19/07/2022, 21/07/2022, 28/07/2022 e 01/08/2022; Nel setting fuori regione si registrano 3 nuovi casi a domicilio""",0,,,195824,352385,1784533,1944933,ITF,ITF6,547635,574,499718,2675,138,2,2974,9,4,0,3725445,4021,2856029,3218
2022-09-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,253,15,268,59491,59759,-3472,1529,2133366,11183,,,2204308,18760450,5207705,,4,,a seguito delle verifiche giornaliere si evince che 7 decessi registrati oggi risalgono ad un periodo compreso tra il 14.03.2022 e il 10.09.2022 ,939229,1265079,9157244,9603206,ITF,ITF3,2202779,1529,2128375,4991,261,-8,11173,10,12,3,18747970,12480,5206305,1400
2022-09-14T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,649,24,673,15913,16586,1586,2429,1804431,17965,,,1838982,17709400,2866417,"La trasmissione odierna è comprensiva del mancato invio dei dati COVID-19 della giornata di ieri. Sono stati inoltre eliminati 2 casi, comunicati nei giorni precedenti, in quanto giudicati non casi COVID-19. ",4,,,1027872,811110,9991930,7717470,ITH,ITH5,1836555,2427,1803598,833,737,-88,17957,8,24,0,17687518,21882,2864710,1707
2022-09-14T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,105,2,107,4778,4885,-78,520,471394,5404,,,481683,7088350,1199355,Il totle dei casi positivi è stato ridotto di 3 a seguito di un tampone molecolare negativo dopo test antigenico positivo (1 caso relativo alla provincia di TS) e di 2 test positivi rimossi dopo revisione dei casi (1 caso relativo alla provincia di UD e 1 caso relativo alla provincia di PN). Due dei decessi segnalati oggi sono relativi rispettivamente al mese di Luglio e al mese di Agosto 2022.		,0,,,221666,260017,3609011,3479339,ITH,ITH4,481166,517,470802,592,113,-8,5401,3,2,0,7084256,4094,1199022,333
2022-09-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,388,27,415,40512,40927,-710,1553,1985755,12046,,,2038728,23786950,5897648,,0,,,1015979,1022749,9231908,14555042,ITI,ITI4,2037175,1553,1983496,2259,397,-9,12042,4,32,-5,23771800,15150,5895743,1905
2022-09-14T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,134,2,136,4374,4510,-41,479,556537,5562,,,566609,6213789,1429967,,0,,*di cui 30748  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,259821,306788,2579252,3634537,ITC,ITC3,566130,479,556017,520,144,-10,5562,0,2,0,6209327,4462,1429462,505
2022-09-14T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,525,8,533,33311,33844,1561,2871,3431901,42387,,,3508132,41095062,8731914,,1,,,1484329,2023803,16512338,24582724,ITC,ITC4,3505261,2871,3430594,1307,533,-8,42384,3,13,-5,41070596,24466,8728734,3180
2022-09-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,57,2,59,3757,3816,-116,464,603729,4102,,,611647,3495804,2493507,,0,,,220132,391515,2005461,1490343,ITI,ITI3,611183,464,603149,580,54,3,4102,0,3,-1,3493868,1936,2491571,1936
2022-09-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,11,1,12,3891,3903,-5,123,84213,675,,,88791,726042,680470,,0,,,27896,60895,478728,247314,ITF,ITF2,88668,123,84085,128,11,0,675,0,1,0,725166,876,679613,857
2022-09-14T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,31,1,32,1808,1840,-71,285,254534,1533,,,257907,5355273,850377,"285 nuovi positivi di cui 3 test antigenici confermati da test molecolare, 276 casi diagnosticati con test antigenico e 6 nuovi positivi al test PCR.",0,,"285 nuovi positivi di cui 3 test antigenici confermati da test molecolare, 276 casi diagnosticati con test antigenico e 6 nuovi positivi al test PCR.",86031,171876,914031,4441242,ITH,ITH1,257622,285,254179,355,24,7,1532,1,1,0,5353544,1729,850238,139
2022-09-14T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,49,2,51,1914,1965,20,265,203719,1593,,,207277,2822460,584830,,0,,,44022,163255,857591,1964869,ITH,ITH2,207012,265,203474,245,49,0,1593,0,2,0,2821079,1381,584679,151
2022-09-14T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,221,7,228,30658,30886,134,1375,1401109,13612,,,1445607,19190544,4180371,,1,,,510543,935064,5042575,14147969,ITC,ITC1,1444232,1375,1399869,1240,221,0,13611,1,6,1,19180482,10062,4179027,1344
2022-09-14T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,128,8,136,10390,10526,-241,709,1445086,9046,,,1464658,12591553,2647876,,0,,,500750,963908,4617876,7973677,ITF,ITF4,1463949,709,1444146,940,149,-21,9036,10,9,-1,12579389,12164,2645675,2201
2022-09-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,75,5,80,5196,5276,-470,365,435859,2742,,,443877,5067755,1723474,,0,,"L'incremento dei nuovi casi tiene conto anche dei casi diagnosticati con test antigenico. Pertanto si specifica che dei 365 casi dichiarati oggi, 315 sono stati diagnosticati da tampone antigenico ",173161,270716,2134663,2933092,ITG,ITG2,443512,365,435024,835,75,0,2742,0,5,0,5064804,2951,1722547,927
2022-09-14T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,232,23,255,35943,36198,973,979,1585949,12167,,,1634314,15004175,9390781,A seguito di problemi tecnici non è stato possibile aggiornare i dati dei guariti,1,,,523826,1110488,4987415,10016760,ITG,ITG1,1633335,979,1585949,0,251,-19,12161,6,27,-4,14992675,11500,9379558,11223
2022-09-14T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,182,7,189,79402,79591,180,875,1297123,10709,,,1387423,15415597,5131719,,1,,,678655,708768,6946367,8469230,ITI,ITI1,1386548,875,1296432,691,182,0,10705,4,6,1,15408545,7052,5130143,1576
2022-09-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,125,0,125,2673,2798,63,373,364715,2088,,,369601,4662397,776020,- Si fa presente che 1 dei ricoveri non UTI appartengono ai codici disciplina di Ostetricia & Ginecologia e Pediatria. - Si fa presente che  49 dei ricoveri non UTI appartengono ad altri codici disciplina.,0,,,150854,218747,1699894,2962503,ITI,ITI2,369228,373,364408,307,125,0,2085,3,0,0,4660135,2262,775738,282
2022-09-14T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,7,0,7,582,589,-5,40,42900,548,,,44037,553213,140870,,0,,,11550,32487,143909,409304,ITC,ITC2,43997,40,42855,45,6,1,548,0,0,0,552972,241,140831,39
2022-09-14T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,275,10,285,35697,35982,-151,2326,2174116,15424,,,2225522,33116090,5080682,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato  2 dimessi da TI  invece del n. 1 effettivi che include anche i negativizzati.,3,,,918349,1307173,10645143,22470947,ITH,ITH3,2223196,2326,2171645,2471,269,6,15418,6,10,0,33087722,28368,5079051,1631
