data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-06-04T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,105,10,115,5030,5145,-133,45,66561,2490,,,74196,1594700,662132,Del totale dei decessi comunicati in data odierna 1 caso è avvenuto nei giorni scorsi,0,,,74196,0,1127177,467523,ITF,ITF1,74151,45,66387,174,119,-14,2486,4,12,-2,1590472,4228,661076,1056
2021-06-04T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,52,2,54,3445,3499,-53,51,22351,581,,,26431,375742,204046,"IL NUMERO TOTALE DEI DECESSI COMPRENDE 22 PAZIENTI NON RESIDENTI, DECEDUTI  IN STRUTTURE OSPEDALIERE DELLA REGIONE BASILICATA.",1,,,26431,0,359796,15946,ITF,ITF5,26380,51,22248,103,59,-7,580,1,2,0,374753,989,203704,342
2021-06-04T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,213,16,229,8876,9105,13,186,57170,1179,,,67454,878457,805939,,1,,,67441,13,831971,46486,ITF,ITF6,67268,186,57001,169,224,-11,1175,4,16,0,875425,3032,803108,2831
2021-06-04T17:00:00,ITA,15,Campania,40.83956555,14.25084984,593,49,642,63541,64183,-815,300,349128,7239,,,420550,4973522,3193959,,1,,,408962,11588,4402984,570538,ITF,ITF3,420250,300,348023,1105,594,-1,7229,10,54,-5,4960301,13221,3187998,5961
2021-06-04T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,448,78,526,11688,12214,-974,150,359102,13198,,,384514,6318150,1870710,"Sono stati eliminati 1 casi, positivi a test antigenico ma non confermati da tampone molecolare.",2,,,384197,317,4803703,1514447,ITH,ITH5,384365,149,357984,1118,473,-25,13193,5,88,-10,6298652,19498,1869106,1604
2021-06-04T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,34,1,35,4706,4741,-19,28,98562,3791,,,107094,2045987,692522,,2,,,92370,14724,1725936,320051,ITH,ITH4,107066,28,98516,46,38,-4,3790,1,1,0,2040349,5638,690985,1537
2021-06-04T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,797,128,925,12855,13780,-918,197,320838,8204,,,342822,7070614,4352608,,2,,,334411,8411,4741689,2328925,ITI,ITI4,342625,197,319732,1106,843,-46,8195,9,134,-6,7044078,26536,4345277,7331
2021-06-04T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,92,28,120,737,857,-69,20,97688,4330,,,102875,1635089,648346,,1,,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,102875,0,1302661,332428,ITC,ITC3,102855,20,97602,86,101,-9,4327,3,28,0,1629790,5299,646713,1633
2021-06-04T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,939,183,1122,20437,21559,30,417,781589,33643,,,836791,10801710,4305462,,0,,,783593,53198,8963845,1837865,ITC,ITC4,836374,417,781208,381,942,-3,33637,6,193,-10,10766438,35272,4292889,12573
2021-06-04T17:00:00,ITA,11,Marche,43.61675973,13.5188753,95,18,113,3322,3435,-26,71,96494,3018,,,102947,1246036,736241,,0,,,102947,0,1112517,133519,ITI,ITI3,102876,71,96397,97,96,-1,3018,0,22,-4,1243496,2540,735081,1160
2021-06-04T17:00:00,ITA,14,Molise,41.55774754,14.65916051,7,0,7,94,101,-6,0,13007,491,,,13599,230809,197844,,0,,,13599,0,217779,13030,ITF,ITF2,13599,0,13001,6,7,0,491,0,1,-1,230606,203,197641,203
2021-06-04T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,14,2,16,580,596,-31,12,71215,1176,,,72987,1562816,419454,12 nuovi positivi di cui 5 test antigenici confermati da test molecolare,0,,,59755,13232,580404,982412,ITH,ITH1,72975,12,71172,43,15,-1,1176,0,2,0,1557898,4918,418907,547
2021-06-04T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,16,5,21,374,395,-13,20,43772,1358,,,45525,829833,217433,,0,,,32680,12845,667237,162596,ITH,ITH2,45505,20,43739,33,17,-1,1358,0,8,-3,827727,2106,216590,843
2021-06-04T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,484,70,554,3575,4129,-257,191,345302,11652,,,361083,4592933,1866151,,2,,,342498,18585,2933969,1658964,ITC,ITC1,360892,191,344856,446,513,-29,11650,2,75,-5,4571815,21118,1861404,4747
2021-06-04T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,448,35,483,19765,20248,-929,196,224298,6536,,,251082,2518416,1197363,,3,,,250150,932,2291116,227300,ITF,ITF4,250886,196,223182,1116,479,-31,6527,9,44,-9,2510077,8339,1194212,3151
2021-06-04T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,122,13,135,12387,12522,-32,48,42823,1471,,,56816,1314129,761786,,0,,Si segnala il decesso del paz.:  - 1 uomo 90 aa Residente nella Città Metropolitana di Cagliari  Si segnalano due  decessi  pregressi non notificati a suo tempo  - 1 donna 80 aa Residente nella Provincia di Oristano deceduta il 23/12/2020  - 1 uomo 90 aa Residente nella Provincia di Oristano deceduto il 19/11/2020,56799,17,909672,404457,ITG,ITG2,56768,48,42746,77,127,-5,1468,3,14,-1,1312259,1870,760669,1117
2021-06-04T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,409,45,454,7864,8318,-445,337,212834,5863,,,227015,4570245,1746524,,1,,,227015,0,2529975,2040270,ITG,ITG1,226678,337,212057,777,413,-4,5858,5,46,-1,4555703,14542,1740734,5790
2021-06-04T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,344,101,445,5981,6426,-368,133,228895,6741,,,242062,4794780,2243332,,4,,,238624,3438,3696227,1098553,ITI,ITI1,241929,133,228399,496,370,-26,6736,5,99,2,4777259,17521,2237281,6051
2021-06-04T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,52,6,58,1297,1355,-27,29,53710,1403,,,56468,1357850,378967,"Si fa presente che 4 dei ricoveri NON UTI, non rientrano nei codici disciplina COVID e pertanto vengono collocati in ""Altra Struttura"".",1,,,56468,0,931438,426412,ITI,ITI2,56439,29,53655,55,54,-2,1402,1,7,-1,1352900,4950,378527,440
2021-06-04T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,5,0,5,162,167,-15,5,10977,472,,,11616,131054,63115,,0,,,10961,655,97467,33587,ITC,ITC2,11611,5,10957,20,5,0,472,0,0,0,130655,399,63012,103
2021-06-04T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,219,46,265,7152,7417,-283,121,404796,11579,,,423792,8096045,1811161,,1,,,411982,11810,5433645,2662400,ITH,ITH3,423671,121,404397,399,228,-9,11574,5,46,0,8067325,28720,1772853,38308
