data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-01-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,443,41,484,10802,11286,39,196,26427,1317,,,39030,562518,285216,,2,,,38834,196,26276,151,443,0,1311,6,41,0,558267,4251,283574,1642
2021-01-16T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,87,3,90,6791,6881,49,87,5280,291,,,12452,199193,124764,"N. 1 decesso odierno è da attribuire ad un  caso positivo per SARS CoV-2 non residente, deceduto in struttura ospedaliera della Regione Basilicata.",0,,E' IN CORSO VERIFICA E VALIDAZIONE DEL NUMERO TOTALE DEI GUARITI DELLA REGIONE BASILICATA.,12365,87,5244,36,80,7,289,2,4,-1,199103,90,124461,303
2021-01-16T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,291,27,318,9672,9990,180,295,18200,532,,,28722,478918,456760,,1,,,28427,295,18087,113,285,6,530,2,27,0,476032,2886,454070,2690
2021-01-16T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1432,97,1529,72537,74066,1133,1132,128727,3335,,,206128,2223213,1482060,,14,,,204996,1132,128728,-1,1401,31,3335,0,93,4,2208602,14611,1470534,11526
2021-01-16T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2508,231,2739,52541,55280,-230,1674,136567,8705,,,200552,2795628,1294547,,21,,,198878,1674,134711,1856,2511,-3,8657,48,231,0,2774816,20812,1289999,4548
2021-01-16T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,682,66,748,12235,12983,104,870,45328,2070,,,60381,1031793,368762,,7,,,59511,870,44597,731,688,-6,2035,35,68,-2,1022612,9181,365548,3214
2021-01-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2792,286,3078,74298,77376,-379,1282,106646,4378,,,188400,2939085,2155766,,13,,,187118,1282,105021,1625,2780,12,4342,36,299,-13,2909237,29848,2140660,15106
2021-01-16T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,653,63,716,4138,4854,-180,321,57577,3104,,,65535,770531,342608,,6,,in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,65214,321,57096,481,668,-15,3084,20,59,4,764447,6084,340315,2293
2021-01-16T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,3664,454,4118,53880,57998,844,2134,428393,26172,,,512563,5207127,2722288,,12,,,510429,2134,427181,1212,3601,63,26094,78,466,-12,5171810,35317,2713639,8649
2021-01-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,591,85,676,10418,11094,-595,409,36805,1772,,,49671,611861,366327,,6,,,49262,409,35810,995,587,4,1763,9,82,3,606048,5813,362659,3668
2021-01-16T17:00:00,ITA,14,Molise,41.55774754,14.65916051,56,8,64,1104,1168,38,101,6085,230,,,7483,126476,115076,,1,,,7382,101,6026,59,56,0,226,4,7,1,125405,1071,114123,953
2021-01-16T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,202,26,228,11857,12085,278,496,20319,807,,,33211,400728,170250,,3,,,32715,496,20106,213,209,-7,802,5,23,3,393231,7497,169639,611
2021-01-16T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,287,46,333,2053,2386,78,186,21494,1058,,,24938,484054,156935,,5,,,24752,186,21393,101,304,-17,1051,7,42,4,480620,3434,156662,273
2021-01-16T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2464,162,2626,12488,15114,308,1056,188770,8381,,,212265,1810200,1032298,,10,I 15040 tamponi antigenici corrispondono ai test antigenici comunicati nelle ultime 24 ore. Incremento tamponi complessivo: 24.375,,211209,1056,188084,686,2522,-58,8319,62,163,-1,1785825,24375,1025418,6880
2021-01-16T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1381,148,1529,54474,56003,181,1123,49692,2825,,,108520,1174161,709646,,11,,,107397,1123,48765,927,1374,7,2810,15,148,0,1162264,11897,705746,3900
2021-01-16T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,500,49,549,17126,17675,224,368,16999,898,,,35572,524445,439060,,0,,Si segnalano i decessi di:   - 1 uomo 63 aa Residente nella Città Metropolitana di Cagliari  - 1 donna 87 aa Residente nella Provincia del Sud Sardegna  - 1 uomo 80 aa Residente nella Città Metropolitana di Cagliari  - 1 donna 89 aa Residente nella Città Metropolitana di Cagliari  - 1 uomo 76 aa Residente nella Città Metropolitana di Cagliari  - 1 donna 71 aa Residente nella Città Metropolitana di Cagliari  - 1 uomo 74 aa Residente nella Città Metropolitana di Cagliari  - 2 deceduti nell'area di Lanusei  - 1 uomo 87 aa Residente nella Provincia di Sassari ,35204,368,16865,134,510,-10,888,10,50,-1,521163,3282,435962,3098
2021-01-16T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,1406,212,1618,43834,45452,407,1954,70884,2954,,,119290,1393086,900666,,16,,,117336,1954,69375,1509,1403,3,2916,38,210,2,1367989,25097,894456,6210
2021-01-16T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,706,125,831,7808,8639,41,436,114850,3957,,,127446,2026960,1111228,,8,,,127010,436,114472,378,715,-9,3940,17,129,-4,2012434,14526,1106215,5013
2021-01-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,278,49,327,4276,4603,114,241,26858,689,,,32150,547494,266388,"Si fa presente come uno dei ricoveri in terapia intensiva è un soggetto positivo comunicato dalla regione Lazio, quindi non rientra tra i nuovi positivi della Regione Umbria. A tal riguardo il corretto numero di isolati presso la nostra Regione è di 4277.",3,,,31909,241,26738,120,278,0,682,7,50,-1,543318,4176,265261,1127
2021-01-16T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,44,4,48,365,413,-3,20,6815,393,,,7621,66406,40331,,1,,,7601,20,6793,22,40,4,392,1,3,1,66212,194,40288,43
2021-01-16T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,2317,338,2655,69716,72371,-2982,1929,216500,7932,,,296803,3621037,1281448,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato n.10 dimissioni da TI invece delle 13 effettive che includono anche i negativizzati.,30,,,294874,1929,211662,4838,2386,-69,7859,73,327,11,3584775,36262,1278230,3218
