data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-10-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,66,6,72,890,962,24,42,3097,481,3874,666,4540,205994,131710,,4498,42,3079,18,58,8,481,0,6,0,203892,2102,130591,1119
2020-10-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,15,2,17,370,387,42,49,486,33,425,481,906,75947,75517,,857,49,482,4,11,4,30,3,2,0,74908,1039,74088,1429
2020-10-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,36,2,38,520,558,20,24,1386,100,1159,885,2044,207290,205184,,2020,24,1382,4,34,2,100,0,1,1,205388,1902,203282,1902
2020-10-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,434,40,474,6568,7042,297,401,6418,465,12268,1657,13925,620282,403167,,13524,401,6315,103,439,-5,464,1,39,1,612784,7498,397526,5641
2020-10-03T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,200,11,211,4579,4790,113,167,26468,4485,31230,4513,35743,1207777,680394,in seguito a verifica sui dati comunicati nei giorni passati è stato eliminato 1 caso da Modena in quanto giudicato non caso COVID-19. Si corregge pertanto il numero totale dei casi positivi comunicato ieri: n corretto 35.576,35577,166,26416,52,201,-1,4484,1,11,0,1197910,9867,676766,3628
2020-10-03T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,17,5,22,806,828,35,51,3659,353,4458,382,4840,422675,187109,,4789,51,3643,16,18,-1,353,0,2,3,418775,3900,185748,1361
2020-10-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,711,47,758,6967,7725,178,261,8607,933,8335,8930,17265,914721,759903,,17004,261,8529,78,678,33,928,5,49,-2,901372,13349,749852,10051
2020-10-03T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,167,21,188,1672,1860,31,162,10279,1609,9779,3969,13748,321785,171959,,13586,162,10149,130,161,6,1608,1,23,-2,317583,4202,169760,2199
2020-10-03T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,293,42,335,8827,9162,-4,393,81620,16969,95707,12044,107751,2172337,1355640,,107358,393,81228,392,302,-9,16964,5,39,3,2153477,18860,1343544,12096
2020-10-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,23,6,29,867,896,52,59,6197,991,8084,0,8084,252602,148490,,8025,59,6191,6,25,-2,990,1,4,2,250543,2059,147169,1321
2020-10-03T17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,0,3,125,128,-3,0,507,25,620,40,660,44376,42882,,660,0,505,2,5,-2,24,1,0,0,43913,463,42437,445
2020-10-03T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,28,0,28,576,604,17,24,2717,292,3613,0,3613,181359,94145,,3589,24,2710,7,28,0,292,0,0,0,179991,1368,93443,702
2020-10-03T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,16,0,16,602,618,31,62,5117,406,3776,2365,6141,235824,101101,,6079,62,5086,31,16,0,406,0,0,0,233688,2136,100451,650
2020-10-03T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,214,12,226,3051,3277,217,279,28567,4166,23810,12200,36010,739155,442510,,35731,279,28505,62,217,-3,4166,0,13,-1,732595,6560,438901,3609
2020-10-03T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,226,12,238,2523,2761,98,111,4724,598,2412,5671,8083,421383,299404,per 871 casi non e' disponibile la provenienza,7972,111,4712,12,223,3,597,1,13,-1,417465,3918,296760,2644
2020-10-03T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,113,21,134,2052,2186,32,62,1777,155,2018,2100,4118,196650,166214,,4056,62,1747,30,106,7,155,0,21,0,194581,2069,164505,1709
2020-10-03T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,322,20,342,2829,3171,123,182,4108,317,4931,2665,7596,502672,366048,,7414,182,4052,56,303,19,314,3,21,-1,496034,6638,362142,3906
2020-10-03T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,99,24,123,3667,3790,159,197,10435,1166,12084,3307,15391,766448,514176,,15194,197,10398,37,103,-4,1165,1,24,0,757609,8839,508398,5778
2020-10-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,41,5,46,588,634,24,42,1885,85,1696,908,2604,211319,126315,,2562,42,1867,18,39,2,85,0,4,1,209180,2139,125136,1179
2020-10-03T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,7,0,7,68,75,-2,0,1105,146,1190,136,1326,29667,20476,,1326,0,1103,2,8,-1,146,0,0,0,29534,133,20378,98
2020-10-03T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,174,21,195,3917,4112,85,276,22058,2193,21482,6881,28363,1961128,765605,,28087,276,21871,187,167,7,2189,4,22,-1,1941237,19891,757440,8165
