data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-06-05T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,98,11,109,5005,5114,-31,44,66634,2490,,,74238,1599929,663349,Dal totale dei positivi è stato eliminato 1 caso in quanto duplicato e 1 caso in quanto già segnalato da altra regione.,1,,,74238,0,1130836,469093,ITF,ITF1,74196,42,66561,73,105,-7,2490,0,10,1,1594700,5229,662132,1217
2021-06-05T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,52,0,52,3326,3378,-121,31,22501,583,,,26462,376599,204390,"IL NUMERO TOTALE DEI DECESSI COMPRENDE 22 PAZIENTI NON RESIDENTI, DECEDUTI  IN STRUTTURE OSPEDALIERE DELLA REGIONE BASILICATA.",0,,,26462,0,360622,15977,ITF,ITF5,26431,31,22351,150,52,0,581,2,2,-2,375742,857,204046,344
2021-06-05T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,207,14,221,8755,8976,-129,76,57373,1181,,,67530,880943,808254,,1,,,67517,13,833985,46958,ITF,ITF6,67454,76,57170,203,213,-6,1179,2,16,-2,878457,2486,805939,2315
2021-06-05T17:00:00,ITA,15,Campania,40.83956555,14.25084984,572,49,621,63192,63813,-370,307,349803,7241,,,420857,4988971,3202724,,3,,,409269,11588,4413983,574988,ITF,ITF3,420550,307,349128,675,593,-21,7239,2,49,0,4973522,15449,3193959,8765
2021-06-05T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,423,68,491,11223,11714,-500,134,359726,13208,,,384648,6341111,1872509,,3,,,384330,318,4811791,1529320,ITH,ITH5,384514,134,359102,624,448,-25,13198,10,78,-10,6318150,22961,1870710,1799
2021-06-05T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,30,1,31,4717,4748,7,70,98624,3792,,,107164,2053474,694688,,0,,,92433,14731,1730593,322881,ITH,ITH4,107094,70,98562,62,34,-4,3791,1,1,0,2045987,7487,692522,2166
2021-06-05T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,750,126,876,12013,12889,-891,210,321930,8213,,,343032,7097580,4360908,,1,,,334615,8417,4752868,2344712,ITI,ITI4,342822,210,320838,1092,797,-47,8204,9,128,-2,7070614,26966,4352608,8300
2021-06-05T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,80,27,107,706,813,-44,23,97755,4330,,,102898,1639788,649799,,1,,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,102898,0,1305346,334442,ITC,ITC3,102875,23,97688,67,92,-12,4330,0,28,-1,1635089,4699,648346,1453
2021-06-05T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,887,170,1057,20286,21343,-216,436,782231,33653,,,837227,10841073,4318698,,0,,,783945,53282,8985453,1855620,ITC,ITC4,836791,436,781589,642,939,-52,33643,10,183,-13,10801710,39363,4305462,13236
2021-06-05T17:00:00,ITA,11,Marche,43.61675973,13.5188753,92,17,109,3297,3406,-29,98,96621,3018,,,103045,1248996,737856,,1,,,103045,0,1115158,133838,ITI,ITI3,102947,98,96494,127,95,-3,3018,0,18,-1,1246036,2960,736241,1615
