data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-09-18T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,76,6,82,1979,2061,12,60,76020,2535,,,80616,2157220,827661,,0,,,80616,0,1378614,778606,ITF,ITF1,80556,60,75972,48,72,4,2535,0,7,-1,2149391,7829,825728,1933
2021-09-18T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,49,4,53,1219,1272,-11,28,27856,608,,,29736,453651,233861,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,,29736,0,431751,21900,ITF,ITF5,29708,28,27818,38,45,4,607,1,4,0,452920,731,233616,245
2021-09-18T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,166,15,181,4480,4661,-83,201,76026,1371,,,82058,1151484,1027338,,1,,"L'Asp di Crotone comunica 23 nuovi soggetti positivi di cui 5 migranti e uno dall'ASP di CZ;	 L'Asp di Cosenza comunica che un paziente ricoverato al Covid Rossano, risultato falso positivo, è stato eliminato dall'elenco dei ricoverati.",82042,16,1018936,132548,ITF,ITF6,81857,201,75744,282,169,-3,1369,2,15,0,1147397,4087,1024673,2665
2021-09-18T17:00:00,ITA,15,Campania,40.83956555,14.25084984,319,24,343,7561,7904,48,337,437046,7858,,,452808,6417883,3493344,,1,,A seguito delle verifiche quotidiane si evince che 1 deceduto registrato oggi è del 12/09/2021,441220,11588,5149300,1268583,ITF,ITF3,452471,337,436762,284,323,-4,7853,5,26,-2,6400163,17720,3489733,3611
2021-09-18T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,407,41,448,12826,13274,211,403,393412,13432,,,420118,8512672,2059462,"Sono stati eliminati 2 casi, positivi a test antigenico ma non confermati da tampone molecolare.",1,,,419757,361,5706250,2806422,ITH,ITH5,419717,401,393227,185,411,-4,13427,5,41,0,8473926,38746,2056490,2972
2021-09-18T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,41,10,51,1300,1351,-22,97,107749,3814,,,112914,2628950,785543,"1 caso precedentemente segnalato come caso confermato da test molecolare, dopo verifica, è stato riclassificato come caso confermato da test antigenico		",3,,,97696,15218,2072623,556327,ITH,ITH4,112817,97,107631,118,47,-6,3813,1,9,1,2618178,10772,783227,2316
2021-09-18T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,429,58,487,10884,11371,-233,376,361080,8595,,,381046,8868209,4626291,,3,,,372039,9007,5408406,3459803,ITI,ITI4,380670,376,360473,607,435,-6,8593,2,55,3,8844845,23364,4623317,2974
2021-09-18T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,84,7,91,1432,1523,24,75,105931,4396,,,111850,2239806,836896,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,1,,*di cui 26 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,111850,0,1600160,639646,ITC,ITC3,111775,75,105881,50,81,3,4395,1,7,0,2231393,8413,834769,2127
2021-09-18T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,438,57,495,10877,11372,296,765,833938,33981,,,879291,14417349,5341271,,1,,,815580,63711,10544541,3872808,ITC,ITC4,878526,765,833471,467,427,11,33979,2,59,-2,14342711,74638,5325300,15971
2021-09-18T17:00:00,ITA,11,Marche,43.61675973,13.5188753,59,22,81,2864,2945,-13,94,106951,3063,,,112959,1509210,878962,,0,,,112959,0,1316626,192584,ITI,ITI3,112865,94,106845,106,58,1,3062,1,26,-4,1505661,3549,876768,2194
2021-09-18T17:00:00,ITA,14,Molise,41.55774754,14.65916051,5,2,7,180,187,-12,4,13758,496,,,14441,269776,236075,,0,,,14441,0,256746,13030,ITF,ITF2,14437,4,13743,15,6,-1,495,1,2,0,269270,506,235578,497
2021-09-18T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,22,7,29,982,1011,1,65,74084,1190,,,76285,1998516,472186,65 nuovi positivi di cui 19 test antigenici confermati da test molecolare NB: il decesso comunicato oggi è in realtà risalente al 17.06.21,1,,,63053,13232,643588,1354928,ITH,ITH1,76220,65,74021,63,15,7,1189,1,7,0,1989606,8910,471107,1079
2021-09-18T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,14,1,15,475,490,27,49,46230,1368,,,48088,1060358,309643,,0,,,33559,14529,714769,345589,ITH,ITH2,48039,49,46208,22,16,-2,1368,0,1,0,1055879,4479,307851,1792
2021-09-18T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,197,22,219,3646,3865,20,237,361101,11746,,,376712,6413511,2343991,,0,,,356397,20315,3430469,2983042,ITC,ITC1,376475,237,360888,213,206,-9,11742,4,23,-1,6377317,36194,2335325,8666
2021-09-18T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,187,19,206,3025,3231,-15,156,257042,6764,,,267037,3525679,1410401,,0,,,265863,1174,2715035,810644,ITF,ITF4,266881,156,256871,171,176,11,6764,0,19,0,3510485,15194,1407923,2478
2021-09-18T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,186,20,206,3622,3828,-179,55,69222,1624,,,74674,1823213,1013365,,2,,,74570,104,1213323,609890,ITG,ITG2,74619,55,68988,234,188,-2,1624,0,18,2,1820391,2822,1011107,2258
2021-09-18T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,666,100,766,19972,20738,-1039,643,265178,6691,,,292607,6103160,2334174,DECEDUTI: N. 4 IL 18/09/21 - N. 5 IL 17/09/21 - N. 3 IL 16/09/21 - N. 2 IL 15/09/21 - N. 1 IL 14/09/21 - N. 1 IL 11/09/21 - N. 1 IL 09/09/21 - N. 1 IL 03/09/21 ,7,,,292607,0,3129393,2973767,ITG,ITG1,291964,643,263514,1664,696,-30,6673,18,99,1,6085120,18040,2327567,6607
2021-09-18T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,348,47,395,8087,8482,-85,326,263325,7100,,,278907,6189350,2789330,,4,,,274357,4550,4449026,1740324,ITI,ITI1,278581,326,262919,406,354,-6,7095,5,48,-1,6170299,19051,2783993,5337
2021-09-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,45,6,51,1151,1202,-21,68,60592,1441,,,63235,1862572,434095,,1,,,63235,0,1109910,752662,ITI,ITI2,63167,68,60503,89,44,1,1441,0,6,0,1855157,7415,433554,541
