data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2022-09-19T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,104,3,107,27598,27705,-331,261,518916,3657,,,550278,6786127,1317259,,0,,,219576,330702,2473317,4312810,ITF,ITF1,550017,261,518325,591,107,-3,3656,1,3,0,6784799,1328,1317173,86
2022-09-19T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,20,0,20,5949,5969,-112,74,175015,985,,,181969,1227187,385457,,0,,,69900,112069,687365,539822,ITF,ITF5,181895,74,174829,186,21,-1,985,0,0,0,1226687,500,385387,70
2022-09-19T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,116,5,121,39248,39369,-107,285,508048,2991,,,550408,3744378,2871639,,0,,L'ASP di Catanzaro comunica 46 nuovi soggetti positivi di cui 1 fuori regione. L'ASP di Cosenza  comunica 151 nuovi soggetti positivi di cui 1 fuori regione. L'ASP di Reggio Calabria  comunica 85 nuovi soggetti positivi di cui25 fuori regione.,195971,354437,1787811,1956567,ITF,ITF6,550123,285,507657,391,111,5,2990,1,6,-1,3742411,1967,2869944,1695
2022-09-19T17:00:00,ITA,15,Campania,40.83956555,14.25084984,233,14,247,38752,38999,-520,609,2160573,11200,,,2210772,18807676,5212807,DECEDUTI 4 DI CUI 2 NELLE 48 ORE E 2 OLTRE LE 48 ORE,1,,,939578,1271194,9169343,9638333,ITF,ITF3,2210163,609,2159448,1125,231,2,11196,4,14,0,18803381,4295,5212376,431
2022-09-19T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,639,23,662,14508,15170,-439,731,1811407,17984,,,1844561,17749005,2869348,,1,,,1029273,815288,10009765,7739240,ITH,ITH5,1843830,731,1810240,1167,613,26,17981,3,23,0,17744704,4301,2868923,425
2022-09-19T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,107,3,110,4666,4776,-94,153,473568,5414,,,483758,7102948,1200774,Il totale dei casi positivi è stato ridotto di 2 a seguito di 2 test positivi rimossi dopo revisione del caso (casi relativi a fuori regione).		,0,,,222056,261702,3615387,3487561,ITH,ITH4,483607,151,473324,244,103,4,5413,1,3,0,7101544,1404,1200630,144
2022-09-19T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,346,25,371,40130,40501,-460,815,1993102,12058,,,2045661,23843773,5904300,,1,,,1016344,1029317,9245258,14598515,ITI,ITI4,2044846,815,1991828,1274,368,-22,12057,1,25,0,23835094,8679,5902723,1577
2022-09-19T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,133,3,136,4617,4753,119,154,558136,5567,,,568456,6229903,1432278,,1,,*di cui 31057  reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,260191,308265,2582511,3647392,ITC,ITC3,568302,154,558103,33,119,14,5565,2,3,0,6228540,1363,1432051,227
2022-09-19T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,477,10,487,34183,34670,1203,2243,3442538,42433,,,3519641,41185138,8743182,,0,,,1485499,2034142,16527290,24657848,ITC,ITC4,3517398,2243,3441505,1033,464,13,42426,7,12,-2,41169505,15633,8741432,1750
2022-09-19T17:00:00,ITA,11,Marche,43.61675973,13.5188753,57,2,59,3354,3413,-124,181,606241,4107,,,613761,3503622,2501325,,0,,,220180,393581,2005986,1497636,ITI,ITI3,613580,181,605939,302,47,10,4104,3,3,-1,3502906,716,2500609,716
