data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-04-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,573,71,644,9655,10299,-41,225,53691,2166,,,66156,1264278,581586,,6,,,66156,0,905033,359245,ITF,ITF1,65931,225,53440,251,577,-4,2151,15,69,2,1257775,6503,579809,1777
2021-04-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,175,12,187,4799,4986,30,94,14463,450,,,19899,297874,170100,"IL NUMERO TOTALE DEI DECESSI COMPRENDE 14 PAZIENTI NON RESIDENTI, DECEDUTI  IN STRUTTURE OSPEDALIERE DELLA REGIONE BASILICATA. ",1,,,19899,0,285424,12450,ITF,ITF5,19805,94,14401,62,178,-3,448,2,12,0,296138,1736,169502,598
2021-04-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,420,38,458,10598,11056,255,448,36500,837,,,48393,679005,638174,,3,,,48380,13,658652,20353,ITF,ITF6,47945,448,36309,191,406,14,835,2,36,2,675137,3868,634571,3603
2021-04-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1567,152,1719,90363,92082,312,2314,246327,5509,,,343918,3678377,2481597,,17,,,332330,11588,3444704,233673,ITF,ITF3,341604,2314,244359,1968,1558,9,5475,34,155,-3,3653837,24540,2467068,14529
2021-04-03T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,3181,366,3547,68933,72480,-769,1789,256660,12078,,,341218,4943483,1690474,"Sono stati eliminati 11 casi, positivi a test antigenico ma non confermati da tampone molecolare.",21,,,340986,232,4042545,900938,ITH,ITH5,339440,1778,254151,2509,3299,-118,12040,38,371,-5,4911635,31848,1686958,3516
2021-04-03T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,596,78,674,13358,14032,-272,452,81785,3358,,,99175,1654219,590115,,7,,,86300,12875,1459360,194859,ITH,ITH4,98723,452,81081,704,634,-38,3338,20,81,-3,1645295,8924,587088,3027
2021-04-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3077,392,3469,48483,51952,811,1631,232135,6747,,,290834,5269077,3480326,,33,,,285051,5783,3900598,1368479,ITI,ITI4,289203,1631,231342,793,3068,9,6720,27,376,16,5229538,39539,3459173,21153
2021-04-03T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,652,78,730,6882,7612,219,460,79456,3898,,,90966,1257817,525496,,10,,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare ,90966,0,1068367,189450,ITC,ITC3,90506,460,79216,240,650,2,3897,1,72,6,1251172,6645,522953,2543
2021-04-03T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,6660,862,7522,86603,94125,-2531,4132,622859,31056,,,748040,8344076,3546660,,53,,,712625,35415,7409877,934199,ITC,ITC4,743908,4132,616293,6566,6703,-43,30959,97,857,5,8286122,57954,3535618,11042
2021-04-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,785,140,925,7907,8832,-35,579,78365,2666,,,89863,1022624,618804,,6,,,89863,0,921487,101137,ITI,ITI3,89284,579,77762,603,793,-8,2655,11,142,-2,1016839,5785,615827,2977
