data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-10-23T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,51,6,57,1411,1468,109,124,78255,2559,,,82282,2442594,879798,,1,,,82282,0,1466894,975700,ITF,ITF1,82158,124,78240,15,46,5,2559,0,5,1,2430262,12332,877924,1874
2021-10-23T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,23,0,23,812,835,-35,10,29156,624,,,30615,479514,241868,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,,30615,0,455917,23597,ITF,ITF5,30605,10,29111,45,23,0,624,0,0,0,478976,538,241725,143
2021-10-23T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,75,8,83,2762,2845,21,152,82059,1440,,,86344,1270405,1101550,,1,,,86325,19,1081519,188886,ITF,ITF6,86192,152,81931,128,77,-2,1437,3,8,0,1266333,4072,1099319,2231
2021-10-23T17:00:00,ITA,15,Campania,40.83956555,14.25084984,176,20,196,6590,6786,245,448,448149,8032,,,462967,7024451,3596269,,3,,,451379,11588,5412035,1612416,ITF,ITF3,462519,448,447951,198,186,-10,8027,5,21,-1,7001215,23236,3592112,4157
2021-10-23T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,278,30,308,10185,10493,-673,333,405377,13551,,,429421,9447526,2137680,"Sono stati eliminati 2 casi, comunicati nei giorni precedenti, in quanto giudicati non casi COVID-19.",2,,,429055,366,6077508,3370018,ITH,ITH5,429090,331,404376,1001,287,-9,13548,3,30,0,9420318,27208,2135251,2429
2021-10-23T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,50,8,58,1115,1173,71,150,110531,3845,,,115549,3043682,847565,Il totale dei casi positivi è stato ridotto di 1 a seguito di un test positivo rimosso dopo revisione del caso (caso relativo alla provincia di PN)	,1,,,100087,15462,2210016,833666,ITH,ITH4,115400,149,110457,74,50,0,3841,4,7,1,3021380,22302,845568,1997
2021-10-23T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,322,50,372,8463,8835,177,423,373531,8752,,,391118,9704010,4732721,,2,,,381722,9396,5754201,3949809,ITI,ITI4,390695,423,373291,240,312,10,8746,6,49,1,9672109,31901,4729436,3285
2021-10-23T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,55,13,68,845,913,48,69,108837,4420,,,114170,2534140,901834,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare ,1,,Si segnalano 44 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021]. ,114170,0,1694190,839950,ITC,ITC3,114101,69,108816,21,55,0,4420,0,12,1,2519308,14832,899680,2154
2021-10-23T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,281,49,330,7953,8283,108,390,848512,34137,,,890932,16658440,5734883,,4,,,824327,66605,11147167,5511273,ITC,ITC4,890542,390,848232,280,274,7,34135,2,51,-2,16555216,103224,5723535,11348
2021-10-23T17:00:00,ITA,11,Marche,43.61675973,13.5188753,45,11,56,1937,1993,-17,78,110315,3094,,,115402,1607080,932369,,1,,,115402,0,1385925,221155,ITI,ITI3,115324,78,110222,93,45,0,3092,2,10,1,1605260,1820,931543,826
2021-10-23T17:00:00,ITA,14,Molise,41.55774754,14.65916051,5,1,6,91,97,4,4,14013,498,,,14608,282612,248812,,0,,,14608,0,269582,13030,ITF,ITF2,14604,4,14013,0,4,1,498,0,1,0,282282,330,248487,325
2021-10-23T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,38,6,44,845,889,26,90,76100,1199,,,78188,2254415,500453,,0,,90 nuovi positivi di cui 32 test antigenici confermati da test molecolare e 1 ripositivizzato dopo 90gg	  ,64956,13232,669913,1584502,ITH,ITH1,78098,90,76036,64,35,3,1199,0,6,0,2243371,11044,499658,795
2021-10-23T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,4,2,6,333,339,10,45,47296,1377,,,49012,1224884,375453,,0,,,33870,15142,728054,496830,ITH,ITH2,48967,45,47261,35,7,-3,1377,0,2,0,1216091,8793,371936,3517
2021-10-23T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,179,18,197,3560,3757,117,246,367647,11804,,,383208,7522390,2562721,,0,,,360451,22757,3607709,3914681,ITC,ITC1,382962,246,367520,127,176,3,11802,2,19,-1,7461754,60636,2555002,7719
2021-10-23T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,129,16,145,2074,2219,59,203,262285,6825,,,271329,4033613,1499888,,0,,,270088,1241,2875776,1157837,ITF,ITF4,271126,203,262141,144,127,2,6825,0,16,0,4014198,19415,1497157,2731
2021-10-23T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,53,7,60,1332,1392,-9,23,72907,1666,,,75965,2037934,1077474,,0,,Si segnala il decesso dei paz.:  - 1 uomo 77 aa Residente nella Città Metropolitana di Cagliari ,75861,104,1293070,744864,ITG,ITG2,75942,23,72876,31,58,-5,1665,1,10,-3,2029976,7958,1075856,1618
2021-10-23T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,268,42,310,6231,6541,-154,291,291763,6979,,,305283,6614989,2522671,DECEDUTI: N. 2 IL 22/10/21 - N. 1 IL 21/10/21 - N. 1 IL 16/09/21 N. 1 IL 15/09/21 -N. 1 IL 14/09/2021,0,"Sul numero complessivo dei tamponi molecolari comunicati in data odierna, n. 12 sono relativi a giorni precedenti","Sul numero complessivo dei casi confermati comunicati in data odierna, n. 1 è relativo a giorni precedenti",305283,0,3323160,3291829,ITG,ITG1,304992,291,291324,439,264,4,6973,6,44,-2,6602830,12159,2518072,4599
2021-10-23T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,220,21,241,4837,5078,15,285,274903,7250,,,287231,6906252,3022521,,1,,,282405,4826,4724096,2182156,ITI,ITI1,286946,285,274638,265,213,7,7245,5,22,-1,6875165,31087,3013906,8615
2021-10-23T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,34,5,39,798,837,67,79,62390,1461,,,64688,2102757,452222,"Si fa presente che 1 dei ricoveri NON UTI, non rientra nei codici disciplina Covid e pertanto viene collocato in ""Altra Struttura"" ",1,,,64688,0,1171488,931269,ITI,ITI2,64609,79,62378,12,36,-2,1461,0,4,1,2092156,10601,451596,626
2021-10-23T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,6,0,6,91,97,5,8,11702,474,,,12273,215300,91007,,0,,,11423,850,111729,103571,ITC,ITC2,12265,8,11699,3,3,3,474,0,0,0,213515,1785,90794,213
2021-10-23T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,163,25,188,8958,9146,93,457,455916,11815,,,476877,13238386,2164556,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato  3 dimessi da TI  invece del n. 1 effettivi.,2,,,461815,15062,6997240,6241146,ITH,ITH3,476420,457,455552,364,165,-2,11815,0,26,-1,13152085,86301,2162076,2480
