data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-11-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,676,72,748,16284,17032,376,623,7582,831,11396,14049,25445,389766,228016,,24822,623,7344,238,672,4,822,9,71,1,385071,4695,225989,2027
2020-11-25T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,154,22,176,5691,5867,276,329,1218,133,2227,4991,7218,144321,143446,N.B.: IL NUMERO TOTALE DEI DECESSI NE COMPRENDE N. 2 RIFERITI A PAZIENTI RESIDENTI IN ALTRA REGIONE CON DIAGNOSI E DECESSO AVVENUTO IN STRUTTURE OSPEDALIERE DELLA REGIONE BASILICATA.,6889,329,1168,50,160,-6,130,3,19,3,141736,2585,140861,2585
2020-11-25T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,425,43,468,9796,10264,129,335,4345,250,1569,13290,14859,350996,342655,,14524,335,4146,199,429,-4,243,7,42,1,348247,2749,340065,2590
2020-11-25T17:00:00,ITA,15,Campania,40.83956555,14.25084984,2282,192,2474,99674,102148,-703,2815,39428,1434,139941,3069,143010,1484741,1028617,,140195,2815,35957,3471,2274,8,1387,47,201,-9,1461611,23130,1011680,16937
2020-11-25T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2763,249,3012,69514,72526,1182,2130,34681,5493,70428,42272,112700,2040254,1048727,In seguito a verifica sui dati comunicati nei giorni passati è stato eliminato 1 caso in quanto giudicato non caso COVID-19.,110571,2129,33788,893,2723,40,5439,54,243,6,2021756,18498,1041385,7342
2020-11-25T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,588,54,642,12894,13536,189,696,12034,715,22310,3975,26285,679986,268850,I casi di oggi riportano 55 positività da laboratori privati comprese nel periodo 5-23 novembre ,25589,696,11543,491,561,27,699,16,54,0,673076,6910,267036,1814
2020-11-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,3348,349,3697,82868,86565,769,2102,20881,2146,30494,79098,109592,2092689,1703897,,107490,2102,19606,1275,3361,-13,2088,58,345,4,2063500,29189,1679178,24719
2020-11-25T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1115,123,1238,12817,14055,-728,460,33018,2308,33844,15537,49381,578449,283560,,48921,460,31852,1166,1179,-64,2286,22,121,2,572618,5831,281926,1634
2020-11-25T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,8114,942,9056,128973,138029,-10731,5173,227924,21005,286833,100125,386958,3904809,2289221,,381785,5173,212175,15749,8360,-246,20850,155,932,10,3862746,42063,2274365,14856
2020-11-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,578,94,672,15359,16031,314,448,10312,1211,21196,6358,27554,398356,231259,,27106,448,10188,124,555,23,1201,10,89,5,394593,3763,229538,1721
