data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-11-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,484,43,527,8368,8895,314,432,4445,596,7309,6627,13936,311779,191808,"Dal totale dei positivi è stato eliminato 1 casi in quanto duplicato.
",13505,431,4340,105,468,16,584,12,42,1,308505,3274,190210,1598
2020-11-07T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,98,15,113,2302,2415,80,105,799,63,1159,2118,3277,114138,113188,,3172,105,778,21,100,-2,59,4,16,-1,112980,1158,112020,1168
2020-11-07T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,227,16,243,4552,4795,314,392,2175,136,1243,5863,7106,295772,292747,,6714,392,2101,74,212,15,132,4,15,1,292222,3550,289214,3533
2020-11-07T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1756,179,1935,63571,65506,3310,4309,16001,811,79663,2655,82318,1097897,757092,,78009,4309,15017,984,1677,79,796,15,180,-1,1075201,22696,739433,17659
2020-11-07T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1723,188,1911,33738,35649,1919,2009,28619,4781,48031,21018,69049,1715527,906435,In seguito a verifica sui dati comunicati nei giorni passati è stato eliminato 1 caso in quanto giudicato non caso COVID-19.,67041,2008,28559,60,1673,50,4752,29,177,11,1695309,20218,897938,8497
2020-11-07T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,286,45,331,7029,7360,605,872,6422,442,12386,1838,14224,576329,240788,,13352,872,6162,260,260,26,435,7,44,1,567637,8692,238032,2756
2020-11-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2619,237,2856,46180,49036,2352,2618,12892,1397,19717,43608,63325,1621947,1322844,,60707,2618,12653,239,2511,108,1370,27,234,3,1591303,30644,1296386,26458
2020-11-07T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,1303,77,1380,10728,12108,416,1092,21522,1914,24746,10798,35544,481315,246833,,34452,1092,20881,641,1315,-12,1879,35,78,-1,475685,5630,244325,2508
2020-11-07T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,5813,610,6423,121206,127629,10263,11489,108581,18226,197252,57184,254436,3218458,1981508,,242947,11489,107463,1118,5563,250,18118,108,570,40,3172359,46099,1960088,21420
2020-11-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,454,67,521,9306,9827,587,631,7415,1045,18037,250,18287,342550,201310,,17656,631,7379,36,444,10,1037,8,60,7,338947,3603,199235,2075
