data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-10-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,245,18,263,3822,4085,343,368,3469,514,6422,1646,8068,266853,166730,,7700,368,3455,14,228,17,503,11,18,0,263485,3368,164810,1920
2020-10-25T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,53,5,58,955,1013,68,77,639,44,479,1217,1696,96422,95573,,1619,77,630,9,53,0,44,0,5,0,95241,1181,94401,1172
2020-10-25T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,106,10,116,1897,2013,164,179,1671,106,1162,2628,3790,257594,255683,,3611,179,1657,14,100,6,105,1,10,0,254634,2960,252469,3214
2020-10-25T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1151,113,1264,27456,28720,2417,2590,9322,571,36250,2363,38613,860203,587003,,36023,2590,9149,173,1118,33,571,0,108,5,843297,16906,579568,7435
2020-10-25T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,757,88,845,13983,14828,1186,1192,27345,4561,36934,9800,46734,1476451,804679,,45542,1192,27343,2,723,34,4557,4,89,-1,1466807,9644,799074,5605
2020-10-25T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,112,23,135,2892,3027,251,334,4760,374,7375,786,8161,508057,219485,,7827,334,4679,81,100,12,372,2,16,7,504257,3800,218014,1471
2020-10-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1476,146,1622,21193,22815,1410,1541,10323,1100,13165,21073,34238,1294172,1057293,,32697,1541,10202,121,1438,38,1090,10,141,5,1272340,21832,1041123,16170
2020-10-25T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,696,41,737,5299,6036,276,657,15324,1691,16455,6596,23051,409770,214109,,22394,657,14948,376,641,55,1686,5,38,3,405575,4195,212171,1938
2020-10-25T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,2326,231,2557,45426,47983,5298,5762,89145,17235,127457,26906,154363,2715715,1698094,,148601,5762,88706,439,2153,173,17210,25,213,18,2680430,35285,1675053,23041
2020-10-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,178,23,201,3525,3726,427,521,6711,1003,11440,0,11440,303279,177287,,10919,521,6619,92,178,0,1001,2,23,0,299892,3387,174895,2392
2020-10-25T17:00:00,ITA,14,Molise,41.55774754,14.65916051,20,2,22,528,550,25,26,640,28,1169,49,1218,59395,55751,,1192,26,640,0,16,4,27,1,2,0,58880,515,55250,501
2020-10-25T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,147,11,158,3029,3187,331,339,2951,296,6434,0,6434,218797,113387,,6095,339,2943,8,133,14,296,0,12,-1,216044,2753,112056,1331
2020-10-25T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,72,4,76,1256,1332,76,104,6035,425,4414,3378,7792,275017,111246,,7688,104,6008,27,59,13,424,1,4,0,273190,1827,110914,332
2020-10-25T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,1601,94,1695,18182,19877,2034,2287,31399,4259,28556,26979,55535,944133,566796,,53248,2287,31157,242,1483,118,4248,11,88,6,931476,12657,556121,10675
2020-10-25T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,548,57,605,7267,7872,474,515,6011,663,4146,10400,14546,522951,370561,,14031,515,5977,34,522,26,656,7,53,4,518574,4377,367410,3151
2020-10-25T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,299,34,333,4421,4754,168,195,2814,191,3038,4721,7759,248525,211113,,7564,195,2794,20,287,12,184,7,36,-2,246095,2430,208859,2254
2020-10-25T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,642,95,737,9818,10555,666,695,5914,428,10855,6042,16897,642351,456572,,16202,695,5896,18,606,36,417,11,90,5,637158,5193,452738,3834
2020-10-25T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,714,111,825,16495,17320,1632,1863,12708,1262,24763,6527,31290,1000835,671386,,29427,1863,12491,217,640,74,1248,14,87,24,987024,13811,662605,8781
2020-10-25T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,215,29,244,4151,4395,374,463,2795,105,2575,4720,7295,277303,162084,,6832,463,2709,86,203,12,102,3,25,4,273906,3397,160255,1829
2020-10-25T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,63,2,65,1116,1181,88,97,1191,153,2265,260,2525,37826,24256,,2428,97,1183,8,58,5,152,1,2,0,37525,301,24087,169
2020-10-25T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,585,71,656,16316,16972,1351,1468,25036,2329,24005,20332,44337,2238353,871568,,42869,1468,24931,105,548,37,2317,12,68,3,2226292,12061,866907,4661
