data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-12-24T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,491,35,526,11168,11694,-325,223,21248,1156,,,34098,501153,265272,,2,,,33875,223,20705,543,506,-15,1151,5,39,-4,496034,5119,264021,1251
2020-12-24T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,96,8,104,5839,5943,71,155,4200,235,,,10378,179623,115860,"N.5 decessi sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",1,,,10223,155,4120,80,91,5,231,4,9,-1,177942,1681,115118,742
2020-12-24T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,284,21,305,8054,8359,117,244,13225,437,,,22021,425459,407777,,3,,,21777,244,13099,126,297,-13,436,1,19,2,422145,3314,405918,1859
2020-12-24T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1488,102,1590,78419,80009,62,1156,101601,2663,,,184273,1966694,1318032,,0,,,183117,1156,100527,1074,1513,-25,2643,20,107,-5,1946290,20404,1304420,13612
2020-12-24T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2718,201,2919,54380,57299,-726,1692,96529,7335,,,161163,2485596,1200124,In seguito a verifica sui dati comunicati nei giorni passati è stato eliminato 1 caso in quanto giudicato non caso COVID-19.,8,,,159472,1691,94188,2341,2803,-85,7259,76,207,-6,2469690,15906,1194299,5825
2020-12-24T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,582,56,638,11464,12102,-173,831,33099,1514,,,46715,898714,332699,,4,,,45884,831,32110,989,595,-13,1499,15,56,0,887279,11435,330123,2576
2020-12-24T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2690,293,2983,72508,75491,-211,1519,75027,3458,,,153976,2619089,2009090,,14,,,152457,1519,73321,1706,2740,-50,3434,24,286,7,2603776,15313,2002566,6524
2020-12-24T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,687,64,751,5207,5958,-219,328,49737,2831,,,58526,689389,316700,,4,I 143027 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,,58198,328,49202,535,689,-2,2819,12,64,0,684768,4621,315604,1096
2020-12-24T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4178,521,4699,53209,57908,-2331,2656,384670,24677,,,467255,4737558,2567307,,14,,,464599,2656,379750,4920,4243,-65,24610,67,536,-15,4705264,32294,2556373,10934
2020-12-24T17:00:00,ITA,11,Marche,43.61675973,13.5188753,409,64,473,8942,9415,-144,415,27788,1504,,,38707,504651,298324,,6,,,38292,415,27238,550,411,-2,1495,9,61,3,499038,5613,294678,3646
2020-12-24T17:00:00,ITA,14,Molise,41.55774754,14.65916051,53,7,60,2206,2266,64,115,3841,178,,,6285,112219,103135,,0,,,6170,115,3791,50,53,0,177,1,7,0,110811,1408,102024,1111
2020-12-24T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,157,17,174,8933,9107,-107,142,18729,704,,,28540,352056,160013,,0,,,28398,142,18485,244,170,-13,699,5,19,-2,350170,1886,159457,556
2020-12-24T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,326,49,375,1371,1746,80,238,18052,887,,,20685,437593,149319,,4,,"Dei 238 casi odierni, 102 sono molecolari con precedente antigenico positivo",20447,238,17903,149,346,-20,878,9,47,2,435028,2565,148970,349
2020-12-24T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,3144,213,3357,31513,34870,-1691,1057,149903,7727,,,192500,1642265,969893,,7,,,191443,1057,147203,2700,3239,-95,7679,48,215,-2,1633219,9046,966374,3519
2020-12-24T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,1422,170,1592,51539,53131,259,1458,29248,2284,,,84663,996863,634218,,26,,,83205,1458,28068,1180,1417,5,2265,19,172,-2,984555,12308,630156,4062
2020-12-24T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,498,41,539,15476,16015,46,331,12754,698,,,29467,462857,388351,,2,,Si segnala il decesso dei pz.:  - 1 donna 87 aa residente nella Provincia di Sassari;	  - 1 uomo 71 aa residente nella Provincia del Sud Sardegna;	  - 1 uomo 56 aa residente nella Città metropolitana di Cagliari;	  - 1 uomo 83 aa residente nella Provincia del Sud Sardegna;	  - 1 uomo 84 aa residente nella Provincia del Sud Sardegna;	  - 1 uomo 42 aa residente nella Provincia del Sud Sardegna;	  - 1 uomo 84 aa residente nella Provincia del Sud Sardegna;	  - 1 donna 61 aa residente nella Provincia del Sud Sardegna;	  - 1 donna 86 aa residente nella Provincia del Sud Sardegna;	 ,29136,331,12478,276,519,-21,689,9,44,-3,458742,4115,384673,3678
2020-12-24T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,1008,173,1181,32199,33380,-234,853,52258,2239,,,87877,1172687,783825,,16,,,87024,853,51197,1061,1028,-20,2213,26,176,-3,1164552,8135,779017,4808
2020-12-24T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,888,161,1049,9920,10969,-388,563,103021,3552,,,117542,1830077,1043441,,4,"Positivi diagnosticati solo con test antigenico rapido: in questo momento non è procedura adottatata da Regione Toscana, pertanto il valore è pari a zero",,116979,563,102105,916,903,-15,3517,35,166,-5,1818397,11680,1039802,3639
2020-12-24T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,238,38,276,3245,3521,-27,192,23633,591,,,27745,488681,247406,,4,,,27553,192,23421,212,239,-1,584,7,40,-2,484909,3772,246207,1199
2020-12-24T17:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,83,4,87,340,427,-3,35,6321,371,,,7119,61008,36840,,0,,Vi è stato un errore tecnico riguardante terapie intensive di ieri e corretto successivamente alle ore 16.00: i pazienti ricoverati erano 5 e non 4.,7084,35,6284,37,84,-1,370,1,4,0,60760,248,36709,131
2020-12-24T17:00:00,ITA,5,Veneto,45.43490485,12.33845213,2630,351,2981,101041,104022,696,3837,119901,5859,,,229782,3188128,1183080,,30,,,225945,3837,116872,3029,2660,-30,5747,112,350,1,3165214,22914,1177012,6068
