data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2020-12-21T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,555,43,598,12068,12666,-374,64,19739,1129,,,33534,489572,262333,E' stato sottratto 1 caso dei giorni precedenti in quanto duplicato ,4,,,33471,63,19307,432,557,-2,1124,5,42,1,488123,1449,261905,428
2020-12-21T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,91,8,99,5866,5965,-40,25,3865,224,,,10054,174938,113832,N.4 decessi sono da attribuire a soggetti positivi non residenti deceduti in strutture ospedaliere della Regione Basilicata.,0,,,10029,25,3804,61,93,-2,220,4,9,-1,174328,610,113603,229
2020-12-21T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,300,22,322,7999,8321,-148,110,12511,429,,,21261,415795,400730,,2,,,21151,110,12260,251,287,13,422,7,22,0,414398,1397,399378,1352
2020-12-21T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1571,120,1691,81841,83532,-434,691,95128,2599,,,181259,1917679,1298769,,0,,,180568,691,94031,1097,1554,17,2571,28,119,1,1908017,9662,1291077,7692
2020-12-21T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,2914,203,3117,58937,62054,1138,1594,88011,7120,,,157185,2431885,1185099,"In seguito a verifica sui dati comunicati nei giorni passati é stato eliminato 1 decesso, poichè non riconducibile a COVID-19. Si corregge il numero dei decessi comunicato ieri: n° corretto 7082. In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 2 casi in quanto giudicati non casi COVID-19.",16,,,155593,1592,87594,417,2852,62,7083,37,201,2,2423947,7938,1181400,3699
2020-12-21T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,607,56,663,12584,13247,-15,244,30744,1444,,,45435,873224,326689,,3,,,45191,244,30500,244,602,5,1429,15,55,1,870866,2358,325867,822
2020-12-21T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,2720,307,3027,73465,76492,-288,1205,70397,3334,,,150223,2577902,1991424,,14,,,149018,1205,68946,1451,2784,-64,3292,42,306,1,2565665,12237,1986503,4921
2020-12-21T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,688,70,758,5830,6588,-247,177,48384,2782,,,57754,677043,313395,,3,I 132238 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,,57577,177,47974,410,695,-7,2768,14,70,0,675557,1486,312913,482
2020-12-21T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,4232,561,4793,56521,61314,-7467,950,374434,24420,,,460168,4640399,2534888,,19,,,459218,950,366058,8376,4341,-109,24379,41,583,-22,4629812,10587,2530483,4405
2020-12-21T17:00:00,ITA,11,Marche,43.61675973,13.5188753,423,63,486,9111,9597,-164,162,26350,1484,,,37431,488786,287928,,2,,,37269,162,26032,318,416,7,1476,8,64,-1,487352,1434,287039,889
