data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2021-11-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,81,6,87,2424,2511,158,221,79024,2566,,,84101,2654051,904220,Sono stati eliminati due casi dei giorni passati in quanto non pazienti covid ,0,,,84101,0,1513583,1140468,ITF,ITF1,83882,219,78963,61,77,4,2566,0,7,-1,2641064,12987,902718,1502
2021-11-10T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,24,1,25,852,877,15,38,29494,624,,,30995,489530,245032,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",1,,,30995,0,464791,24739,ITF,ITF5,30957,38,29471,23,24,0,624,0,0,1,488819,711,244787,245
2021-11-10T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,110,9,119,3425,3544,6,143,84006,1458,,,89008,1340067,1143787,L'ASP di Reggio Calabria comunica due soggetti positivi fuori regione (sbarco a Bianco).					,2,,,88989,19,1111906,228161,ITF,ITF6,88865,143,83870,136,110,0,1457,1,7,2,1335597,4470,1140689,3098
2021-11-10T17:00:00,ITA,15,Campania,40.83956555,14.25084984,283,20,303,10656,10959,323,814,453960,8111,,,473030,7422343,3643542,,4,,a seguito delle verifiche quotidiane si evince che un decesso registrato oggi risale al giorno 05/11/2021,461442,11588,5565445,1856898,ITF,ITF3,472216,814,453473,487,281,2,8107,4,18,2,7395018,27325,3640373,3169
2021-11-10T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,350,41,391,8632,9023,209,549,414180,13637,,,436840,9894196,2180796,"Sono stati eliminati 2 casi, positivi a test antigenico ma non confermati da tampone molecolare.",3,,,436437,403,6281944,3612252,ITH,ITH5,436293,547,413850,330,338,12,13629,8,40,1,9865208,28988,2177566,3230
2021-11-10T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,126,19,145,3504,3649,126,418,112704,3885,,,120238,3395147,872389,"Il totale dei casi positivi è stato ridotto di 13 a seguito di 1 test antigenico non confermato dal successivo tampone molecolare (caso relativo alla provincia di UD) e a seguito di 12 test positivi rimossi dopo revisione dei casi (4 casi relativi alla provincia di UD, 6 casi relativi alla provincia di PN e 2 casi relativi alla provincia di TS).		",4,,,104357,15881,2290108,1105039,ITH,ITH4,119833,405,112431,273,124,2,3879,6,19,0,3373079,22068,870725,1664
2021-11-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,521,62,583,10408,10991,-2,796,381490,8856,,,401337,10273938,4805935,,4,,,391489,9848,5967289,4306649,ITI,ITI4,400541,796,380697,793,523,-2,8851,5,61,1,10238233,35705,4800230,5705
2021-11-10T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,102,10,112,1503,1615,91,272,110261,4433,,,116309,2750825,929415,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,1,,"*di cui 66 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021]. Si segnala che in data odierna è avvenuto il recupero dei dati non trasmessi nella scorsa settimana per problemi tecnici di natura informatica. In particolare, in data odierna sono stati segnalati n. 431 nuovi positivi di cui n. 58 con data di prima positività il 4 novembre e n. 101 con data di prima positività compresa tra il 5 e il 7 novembre 2021.",116309,0,1742920,1007905,ITC,ITC3,115878,431,109922,339,102,0,4432,1,9,1,2736385,14440,927243,2172
2021-11-10T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,402,42,444,12157,12601,437,1073,854192,34210,,,901003,18350475,5906279,,0,,,831353,69650,11465168,6885307,ITC,ITC4,899930,1073,853561,631,379,23,34205,5,47,-5,18252514,97961,5895019,11260
2021-11-10T17:00:00,ITA,11,Marche,43.61675973,13.5188753,71,22,93,2823,2916,83,301,111677,3118,,,117711,1661837,962760,,1,,,117711,0,1424192,237645,ITI,ITI3,117410,301,111462,215,69,2,3115,3,23,-1,1657727,4110,960455,2305
2021-11-10T17:00:00,ITA,14,Molise,41.55774754,14.65916051,6,1,7,167,174,34,34,14088,501,,,14763,289638,255740,,0,,,14763,0,276608,13030,ITF,ITF2,14729,34,14088,0,6,0,501,0,1,0,288852,786,254957,783
2021-11-10T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,68,4,72,2426,2498,301,338,77153,1209,,,80860,2396653,512775,338 nuovi positivi di cui 95 test antigenici confermati da test molecolare,0,,,67628,13232,687305,1709348,ITH,ITH1,80522,338,77117,36,65,3,1208,1,4,0,2388352,8301,511894,881
2021-11-10T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,19,2,21,571,592,-25,52,47940,1383,,,49915,1365655,421238,,0,,,34205,15710,734783,630872,ITH,ITH2,49863,52,47864,76,16,3,1382,1,2,0,1358353,7302,420735,503
2021-11-10T17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,226,24,250,4893,5143,189,423,371012,11839,,,387994,8397352,2646603,,4,,,363234,24760,3706577,4690775,ITC,ITC1,387571,423,370782,230,233,-7,11835,4,24,0,8348958,48394,2641618,4985
2021-11-10T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,151,20,171,3326,3497,-34,293,264535,6856,,,274888,4377627,1546990,,2,,,273598,1290,2964408,1413219,ITF,ITF4,274595,293,264211,324,152,-1,6853,3,19,1,4355237,22390,1543350,3640
2021-11-10T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,50,6,56,1565,1621,70,102,73437,1677,,,76735,2168251,1105895,,0,,,76631,104,1328391,839860,ITG,ITG2,76633,102,73405,32,52,-2,1677,0,6,0,2161863,6388,1103724,2171
2021-11-10T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,320,50,370,8301,8671,47,572,296911,7069,,,312651,6932126,2609250,DECEDUTI: N. 3 IL 09/11/21 - N. 4 IL 08/11/21 - N. 1 IL 07/11/21 -  N. 1 IL 27/08/21,3,,,312651,0,3410907,3521219,ITG,ITG1,312079,572,296395,516,346,-26,7060,9,48,2,6908842,23284,2602759,6491
2021-11-10T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,267,26,293,6518,6811,168,418,278707,7316,,,292834,7384788,3159382,,1,,,287732,5102,4862604,2522184,ITI,ITI1,292416,418,278462,245,277,-10,7311,5,28,-2,7358163,26625,3150430,8952
2021-11-10T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,34,7,41,1431,1472,17,96,63019,1471,,,65962,2271620,461530,,1,,,65962,0,1204556,1067064,ITI,ITI2,65866,96,62942,77,38,-4,1469,2,6,1,2261992,9628,460848,682
