data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2,totale_casi_ieri,totale_nuovi_casi,dimessi_guariti_ieri,nuovi_dimessi_guariti,ricoverati_con_sintomi_ieri,nuovi_ricoverati_con_sintomi,deceduti_ieri,nuovi_deceduti,terapia_intensiva_ieri,nuovi_terapia_intensiva,tamponi_ieri,nuovi_tamponi,casi_testati_ieri,nuovi_casi_testati
2022-05-20T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,253,13,266,28250,28516,-677,831,367967,3289,,,399772,6009520,1240455,Del totale dei decessi comunicati in data odierna 5 appartengono ai giorni scorsi.,3,,,188220,211552,2310167,3699353,ITF,ITF1,398941,831,366466,1501,257,-4,3282,7,12,1,6002039,7481,1239940,515
2022-05-20T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,70,1,71,28608,28679,-19,256,106059,912,,,135650,1046834,350360,"Il numero totale dei decessi ne comprende n. 34 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0,,,66477,69173,662660,384174,ITF,ITF5,135394,256,105784,275,74,-4,912,0,1,0,1045470,1364,350105,255
2022-05-20T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,193,9,202,54685,54887,-2697,925,325029,2579,,,382495,3074185,2340231,,1,,L'ASP di Cosenza comunica 262 nuovi soggetti positivi di cui 5 fuori regione. 		,184882,197613,1673038,1401147,ITF,ITF6,381570,925,321414,3615,188,5,2572,7,12,-3,3068849,5336,2335823,4408
2022-05-20T17:00:00,ITA,15,Campania,40.83956555,14.25084984,522,34,556,141814,142370,-1169,2819,1534896,10446,,,1687712,16477543,4932987,,3,,,908618,779094,8740204,7737339,ITF,ITF3,1684893,2819,1530916,3980,528,-6,10438,8,34,0,16457941,19602,4930715,2272
2022-05-20T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,1047,36,1083,32672,33755,-1774,2314,1420289,16851,,,1470895,16065650,2750074,,5,,,938580,532315,9229010,6836640,ITH,ITH5,1468581,2314,1416213,4076,1074,-27,16839,12,32,4,16050043,15607,2749013,1061
2022-05-20T17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,128,1,129,21880,22009,-341,435,348795,5081,,,375885,6479236,1139421,,1,,,200959,174926,3361152,3118084,ITH,ITH4,375450,435,348022,773,132,-4,5078,3,0,1,6473251,5985,1138972,449
2022-05-20T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,764,42,806,137713,138519,-1323,2740,1402991,11276,,,1552786,21133886,5672421,,1,,,979516,573270,8769397,12364489,ITI,ITI4,1550046,2740,1398932,4059,784,-20,11272,4,46,-4,21108409,25477,5670255,2166
2022-05-20T17:00:00,ITA,7,Liguria,44.41149315,8.9326992,194,8,202,10028,10230,-496,592,429046,5312,,,444588,5507309,1323268,,1,,*di cui 15432 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,235332,209256,2456218,3051091,ITC,ITC3,443996,592,427959,1087,193,1,5311,1,8,0,5501430,5879,1322501,767
2022-05-20T17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,830,35,865,123595,124460,-1452,3539,2700990,40384,,,2865834,37464125,8286007,,1,,,1414494,1451340,15950498,21513627,ITC,ITC4,2862295,3539,2696014,4976,863,-33,40369,15,37,-2,37430608,33517,8282255,3752
2022-05-20T17:00:00,ITA,11,Marche,43.61675973,13.5188753,110,4,114,4312,4426,-87,810,459372,3884,,,467682,3087351,2086054,,1,,,215228,252454,1978304,1109047,ITI,ITI3,466872,810,458476,896,111,-1,3883,1,3,1,3084607,2744,2083310,2744
